"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
3855.516	-60.694958	-47.566101	-39.33744	-53.866993
3855.5166	-60.862778	-47.564087	-39.545467	-53.681587
3855.5171	-60.892746	-47.711121	-39.449734	-53.737732
3855.5176	-60.808838	-47.706688	-39.461849	-53.86134
3855.5181	-60.389282	-47.629345	-39.558392	-53.869823
3855.5187	-60.617039	-47.649487	-39.633121	-53.93203
3855.5192	-60.497166	-47.690979	-39.496998	-53.98737
3855.5197	-60.838806	-47.853722	-39.545063	-53.798729
3855.5202	-60.533127	-47.705078	-39.204544	-53.72279
3855.5208	-60.641014	-47.406174	-39.416206	-53.644833
3855.5213	-60.617039	-47.578991	-39.286945	-53.475578
3855.5218	-60.641014	-47.596313	-39.214642	-53.384689
3855.5223	-60.497166	-47.688156	-39.150818	-53.441242
3855.5229	-60.658997	-47.786449	-39.128197	-53.496582
3855.5234	-60.383286	-47.642235	-39.116482	-53.534153
3855.5239	-60.365307	-47.916565	-38.958946	-53.101128
3855.5244	-60.461205	-47.721592	-39.055893	-53.296227
3855.525	-60.641014	-47.925426	-39.153648	-53.442455
3855.5255	-60.509155	-47.768723	-39.235645	-53.282093
3855.526	-60.497166	-47.686546	-38.959759	-53.26432
3855.5265	-60.467197	-47.552807	-38.966625	-52.868053
3855.5271	-60.413254	-47.763889	-38.840595	-53.139503
3855.5276	-60.293381	-47.741734	-39.052258	-53.206154
3855.5281	-60.311363	-47.617661	-39.011055	-53.152832
3855.5286	-60.449219	-47.783226	-39.061146	-53.114861
3855.5292	-60.449219	-47.685741	-38.985203	-53.044579
3855.5297	-60.832809	-47.781616	-39.155262	-53.345108
3855.5302	-60.413254	-47.605576	-38.709316	-52.971058
3855.5307	-60.503159	-47.717163	-39.032463	-53.259472
3855.5313	-60.718933	-47.79652	-38.956928	-53.061543
3855.5318	-60.617039	-47.957249	-38.859982	-53.09103
3855.5323	-60.742905	-47.65593	-38.988434	-52.930264
3855.5328	-60.323349	-47.480297	-38.723045	-53.003376
3855.5334	-60.329346	-47.73851	-38.655994	-52.568329
3855.5339	-60.533127	-47.823105	-38.744858	-53.000546
3855.5344	-60.527134	-47.777184	-38.729916	-52.954494
3855.5349	-60.58707	-47.931469	-38.839787	-53.384285
3855.5355	-60.425243	-47.898838	-38.866447	-53.081738
3855.536	-60.251427	-47.947582	-38.767075	-53.080524
3855.5365	-60.323349	-47.778393	-38.790504	-53.019936
3855.537	-60.676975	-47.986656	-38.644279	-53.12294
3855.5376	-60.197483	-47.818676	-38.644684	-53.028824
3855.5381	-60.275402	-47.949596	-38.49765	-52.68224
3855.5386	-60.143539	-47.770336	-38.587727	-52.991657
3855.5391	-60.407261	-47.770336	-38.720219	-52.715771
3855.5397	-60.653	-47.801353	-38.439884	-52.688705
3855.5402	-60.341331	-47.637802	-38.462101	-52.778786
3855.5407	-60.623032	-48.104282	-38.299721	-52.587318
3855.5412	-60.455212	-48.080517	-38.315475	-52.658009
3855.5418	-60.359314	-47.991894	-38.235092	-52.635788
3855.5423	-60.545116	-47.896824	-38.449986	-52.5037
3855.5428	-60.131554	-47.763489	-38.353443	-52.403927
3855.5433	-60.245434	-47.854931	-38.117138	-52.086433
3855.5439	-60.215466	-48.044662	-38.209641	-52.48835
3855.5444	-60.25742	-47.929855	-38.155918	-52.524303
3855.5449	-60.323349	-47.944763	-38.112698	-52.439877
3855.5454	-60.365307	-47.981823	-38.060993	-52.501682
3855.546	-60.275402	-47.908104	-38.052105	-52.387772
3855.5465	-60.281395	-47.88031	-38.092094	-52.435841
3855.547	-60.287388	-47.84647	-38.166016	-52.287189
3855.5475	-60.299377	-47.962082	-38.007271	-52.219734
3855.5481	-60.131554	-48.279114	-37.934559	-52.345764
3855.5486	-60.179504	-47.785645	-38.084824	-52.140156
3855.5491	-60.119568	-47.912132	-37.8158	-52.119152
3855.5496	-60.347324	-47.787254	-37.857002	-51.994335
3855.5502	-60.491173	-47.873058	-37.954353	-52.05331
3855.5507	-60.461205	-47.795715	-37.886494	-52.01857
3855.5512	-60.47319	-48.100658	-37.828323	-51.998779
3855.5517	-60.311363	-48.066013	-38.118755	-51.941017
3855.5523	-60.329346	-48.032177	-38.046856	-52.021805
3855.5528	-60.293381	-47.981823	-37.758041	-51.98262
3855.5533	-60.539124	-47.948387	-37.823071	-51.854977
3855.5538	-60.581078	-48.080517	-37.714817	-51.789539
3855.5544	-60.161522	-48.033386	-37.8465	-51.762878
3855.5549	-60.479187	-48.132885	-37.611008	-51.783882
3855.5554	-60.221458	-48.134094	-37.330673	-51.463158
3855.5559	-60.245434	-48.199753	-37.437717	-51.705921
3855.5565	-60.215466	-48.089783	-37.33794	-51.606152
3855.557	-60.101585	-48.066013	-37.133953	-51.761665
3855.5575	-60.329346	-48.353233	-37.205048	-51.665932
3855.558	-60.461205	-48.119995	-37.164249	-51.652603
3855.5586	-59.921776	-48.087769	-37.060841	-51.273304
3855.5591	-60.011681	-47.932274	-36.95137	-51.26886
3855.5596	-59.999695	-48.117577	-36.834232	-51.553234
3855.5601	-59.831871	-48.102673	-36.698101	-51.522533
3855.5607	-59.921776	-48.063999	-36.711029	-51.304005
3855.5612	-60.059631	-48.258163	-36.948948	-51.33955
3855.5617	-60.173508	-48.184044	-36.630646	-51.382774
3855.5622	-60.029663	-48.042248	-36.526024	-51.306427
3855.5628	-60.113571	-48.022911	-36.483612	-51.374287
3855.5633	-59.951744	-48.153831	-36.442814	-51.379539
3855.5638	-60.203476	-47.985447	-36.424229	-51.164646
3855.5643	-60.107578	-48.155441	-36.382626	-51.251087
3855.5649	-59.981712	-48.081322	-36.106335	-51.077393
3855.5654	-60.137547	-48.185654	-35.950008	-51.041847
3855.5659	-60.023666	-48.010422	-35.821556	-50.921474
3855.5664	-60.053635	-48.195324	-35.857101	-50.924301
3855.567	-60.005688	-48.081726	-36.024738	-50.806351
3855.5675	-60.011681	-48.069641	-35.820747	-50.894005
3855.568	-59.951744	-48.055542	-35.567883	-50.86694
3855.5685	-60.197483	-48.173569	-35.420444	-50.626999
3855.5691	-59.885815	-47.925022	-35.264931	-50.762726
3855.5696	-59.90979	-48.093407	-35.357834	-50.886734
3855.5701	-60.167515	-48.047081	-35.003174	-50.906124
3855.5706	-59.999695	-48.124023	-35.078712	-50.844727
3855.5712	-60.065624	-48.205795	-34.690529	-50.614079
3855.5717	-59.879822	-48.184849	-34.392826	-50.654469
3855.5722	-59.688023	-48.33712	-34.243366	-50.74334
3855.5727	-59.56815	-48.429367	-33.950916	-50.540157
3855.5733	-60.059631	-48.434605	-33.62817	-50.37252
3855.5738	-59.957737	-48.124828	-33.20282	-50.28244
3855.5743	-59.957737	-48.407211	-32.83564	-50.231544
3855.5748	-59.975719	-48.583652	-32.335159	-50.29052
3855.5754	-60.011681	-48.801987	-31.854069	-50.311928
3855.5759	-59.741966	-48.434605	-31.159697	-50.262245
3855.5764	-59.765942	-48.509533	-30.28517	-50.433918
3855.5769	-59.825878	-48.451927	-28.685572	-50.327686
3855.5775	-59.717991	-48.560287	-25.227049	-50.34182
3855.578	-59.430298	-48.364109	-15.618555	-50.281231
3855.5785	-59.298435	-48.40963	-1.718617	-50.225891
3855.579	-59.310425	-48.343163	10.527192	-50.154396
3855.5796	-59.376354	-48.482944	19.483728	-50.200443
