"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
3309.0719	-31.833954	-47.177002	-45.255344	-41.351383
3309.0725	-32.073307	-47.401093	-45.469711	-41.515709
3309.073	-31.833954	-47.412888	-45.49353	-41.550922
3309.0736	-31.594601	-47.188797	-45.49353	-41.351383
3309.0742	-31.594601	-47.177002	-45.49353	-41.31617
3309.0747	-31.355247	-47.177002	-45.49353	-41.116634
3309.0753	-31.355247	-47.177002	-45.49353	-41.081421
3309.0758	-31.355247	-47.177002	-45.49353	-41.081421
3309.0764	-31.115894	-47.177002	-45.49353	-41.081421
3309.077	-30.876541	-47.177002	-45.279163	-41.081421
3309.0775	-30.876541	-47.177002	-45.469711	-40.881882
3309.0781	-30.876541	-47.401093	-45.49353	-40.846668
3309.0786	-31.115894	-47.412888	-45.707901	-40.846668
3309.0792	-30.876541	-47.636978	-45.517349	-40.846668
3309.0798	-30.876541	-47.424683	-45.707901	-40.647133
3309.0803	-30.876541	-47.412888	-45.73172	-40.811455
3309.0809	-30.876541	-47.412888	-45.73172	-40.447594
3309.0814	-30.637188	-47.412888	-45.73172	-40.576706
3309.082	-30.637188	-47.188797	-45.73172	-40.41238
3309.0826	-30.637188	-47.177002	-45.517349	-40.377167
3309.0831	-30.637188	-47.401093	-45.707901	-40.377167
3309.0837	-30.637188	-47.188797	-45.73172	-40.377167
3309.0842	-30.397835	-47.177002	-45.73172	-40.377167
3309.0848	-30.397835	-47.177002	-45.73172	-40.177631
3309.0854	-30.637188	-47.177002	-45.73172	-40.142418
3309.0859	-30.637188	-47.177002	-45.73172	-40.142418
3309.0865	-30.158482	-46.952911	-45.73172	-39.942879
3309.087	-30.158482	-46.941116	-45.517349	-39.907665
3309.0876	-30.158482	-46.717026	-45.49353	-39.907665
3309.0882	-30.158482	-46.705231	-45.49353	-39.907665
3309.0887	-30.397835	-46.929321	-45.49353	-39.907665
3309.0893	-30.397835	-46.941116	-45.707901	-39.907665
3309.0898	-30.158482	-46.941116	-45.73172	-39.708126
3309.0904	-30.397835	-46.941116	-45.73172	-39.672913
3309.091	-30.158482	-46.941116	-45.73172	-39.473377
3309.0915	-30.158482	-46.717026	-45.517349	-39.438164
3309.0921	-30.158482	-46.705231	-45.707901	-39.438164
3309.0926	-30.158482	-46.705231	-45.517349	-39.238625
3309.0932	-30.158482	-46.705231	-45.707901	-39.203411
3309.0938	-29.919128	-46.705231	-45.73172	-39.203411
3309.0943	-30.158482	-46.705231	-45.517349	-39.203411
3309.0949	-30.397835	-46.929321	-45.707901	-39.203411
3309.0954	-30.637188	-46.941116	-45.946087	-39.203411
3309.096	-30.637188	-46.941116	-45.755539	-39.203411
3309.0966	-30.637188	-46.941116	-45.73172	-39.003876
3309.0971	-30.637188	-46.941116	-45.73172	-38.968662
3309.0977	-30.637188	-46.941116	-45.946087	-38.968662
3309.0982	-30.397835	-46.941116	-45.969906	-38.968662
3309.0988	-30.397835	-46.717026	-45.755539	-38.769123
3309.0994	-30.637188	-46.705231	-45.73172	-38.73391
3309.0999	-30.637188	-46.929321	-45.946087	-38.73391
3309.1005	-30.637188	-46.941116	-45.969906	-38.73391
3309.101	-30.876541	-46.941116	-45.969906	-38.534374
3309.1016	-30.637188	-46.717026	-45.755539	-38.499161
3309.1022	-30.637188	-46.929321	-45.946087	-38.299622
3309.1027	-30.397835	-46.717026	-45.755539	-38.264408
3309.1033	-30.397835	-46.48114	-45.73172	-38.064869
3309.1038	-30.158482	-46.245258	-45.517349	-38.029655
3309.1044	-30.158482	-46.45755	-45.707901	-38.029655
3309.105	-30.397835	-46.469345	-45.73172	-38.029655
3309.1055	-30.158482	-46.469345	-45.73172	-38.029655
3309.1061	-30.158482	-46.469345	-45.73172	-38.029655
3309.1066	-30.158482	-46.469345	-45.517349	-38.029655
3309.1072	-29.919128	-46.469345	-45.707901	-37.83012
3309.1078	-30.158482	-46.469345	-45.73172	-37.595367
3309.1083	-29.919128	-46.469345	-45.517349	-37.560154
3309.1089	-29.679775	-46.245258	-45.49353	-37.560154
3309.1094	-29.679775	-46.233463	-45.49353	-37.560154
3309.11	-29.919128	-46.233463	-45.49353	-37.560154
3309.1106	-29.679775	-46.233463	-45.49353	-37.560154
3309.1111	-29.679775	-46.233463	-45.49353	-37.360619
3309.1117	-29.919128	-46.45755	-45.707901	-37.325405
3309.1122	-30.158482	-46.469345	-45.73172	-37.325405
3309.1128	-29.919128	-46.469345	-45.517349	-37.125866
3309.1134	-29.679775	-46.469345	-45.49353	-37.090652
3309.1139	-29.679775	-46.245258	-45.49353	-37.090652
3309.1145	-29.679775	-46.233463	-45.49353	-36.891117
3309.115	-29.440422	-46.45755	-45.279163	-36.855904
3309.1156	-29.440422	-46.245258	-45.255344	-36.855904
3309.1162	-29.440422	-46.233463	-45.255344	-36.855904
3309.1167	-29.440422	-46.233463	-45.469711	-36.656364
3309.1173	-29.679775	-46.233463	-45.49353	-36.621151
3309.1178	-29.440422	-46.233463	-45.49353	-36.621151
3309.1184	-29.440422	-46.233463	-45.49353	-36.421616
3309.119	-29.201069	-46.233463	-45.279163	-36.386402
3309.1195	-28.961718	-46.233463	-45.255344	-36.386402
3309.1201	-28.961718	-46.009373	-45.255344	-36.186863
3309.1206	-28.961718	-45.773487	-45.255344	-36.151649
3309.1212	-28.961718	-45.761692	-45.255344	-36.151649
3309.1218	-28.722364	-45.761692	-45.040977	-36.151649
3309.1223	-28.961718	-45.985783	-45.231525	-36.151649
3309.1229	-28.722364	-45.997578	-45.255344	-35.95211
3309.1234	-28.961718	-45.997578	-45.040977	-35.916897
3309.124	-28.722364	-45.997578	-45.231525	-35.717361
3309.1246	-28.722364	-45.997578	-45.040977	-35.682148
3309.1251	-28.483011	-45.773487	-45.017159	-35.682148
3309.1257	-28.722364	-45.985783	-45.017159	-35.482609
3309.1262	-28.483011	-45.997578	-45.017159	-35.447395
3309.1268	-28.483011	-45.773487	-45.017159	-35.447395
3309.1274	-28.243658	-45.761692	-45.017159	-35.24786
3309.1279	-28.483011	-45.761692	-45.017159	-35.212646
3309.1285	-28.483011	-45.985783	-45.017159	-35.212646
3309.129	-28.483011	-45.997578	-45.231525	-35.212646
3309.1296	-28.483011	-46.221668	-45.255344	-35.013107
3309.1302	-28.483011	-46.009373	-45.255344	-34.977894
3309.1307	-28.483011	-45.997578	-45.255344	-34.778358
3309.1313	-28.004305	-45.997578	-45.040977	-34.743145
3309.1318	-28.243658	-45.997578	-45.017159	-34.743145
3309.1324	-28.004305	-45.997578	-45.017159	-34.543606
3309.133	-28.004305	-45.997578	-45.017159	-34.508392
3309.1335	-27.764952	-45.997578	-45.231525	-34.508392
3309.1341	-27.525599	-45.997578	-45.040977	-34.508392
3309.1346	-27.764952	-45.997578	-45.017159	-34.308857
3309.1352	-27.525599	-45.997578	-45.017159	-34.074104
3309.1358	-27.286245	-45.997578	-45.017159	-34.038891
3309.1363	-27.046892	-45.997578	-45.017159	-33.639816
3309.1369	-26.568186	-45.549397	-45.017159	-33.36985
3309.1374	-26.328833	-45.525806	-44.802792	-33.334637
3309.138	-26.089479	-45.525806	-44.99334	-33.334637
3309.1386	-26.089479	-45.749897	-45.017159	-33.334637
3309.1391	-26.089479	-45.761692	-45.017159	-33.334637
3309.1397	-25.850128	-45.761692	-45.017159	-33.135101
3309.1402	-25.610775	-45.761692	-45.231525	-32.900349
3309.1408	-25.371422	-45.537601	-45.040977	-32.6656
3309.1414	-24.653362	-45.525806	-45.017159	-32.430847
3309.1419	-24.653362	-45.525806	-45.017159	-32.395634
3309.1425	-24.174656	-45.525806	-45.017159	-32.196098
3309.143	-23.456596	-45.749897	-45.017159	-32.160885
3309.1436	-22.499186	-45.537601	-45.017159	-31.961346
3309.1442	-21.781126	-45.749897	-45.017159	-31.726595
3309.1447	-20.58436	-45.761692	-45.017159	-31.491844
3309.1453	-18.90889	-45.761692	-45.017159	-31.257093
3309.1458	-16.036654	-45.761692	-45.017159	-31.022341
3309.1464	-6.9412379	-45.537601	-44.802792	-30.588051
3309.147	21.781126	-45.077625	-44.564606	-30.118549
3309.1475	46.434486	-45.054035	-44.540787	-29.848587
3309.1481	48.588665	-45.502216	-44.969521	-29.414297
3309.1486	39.971954	-45.749897	-45.231525	-28.944794
3309.1492	27.046892	-45.761692	-45.255344	-28.275755
3309.1498	14.361182	-45.761692	-45.255344	-27.371964
3309.1503	4.3083544	-45.761692	-45.255344	-25.834345
3309.1509	-4.3083544	-45.985783	-45.255344	-22.195705
3309.1514	-11.01024	-45.773487	-45.255344	-8.8266363
3309.152	-16.754713	-45.537601	-45.040977	10.587269
3309.1526	-21.30242	-45.525806	-45.017159	24.191088
3309.1531	-24.414009	-45.525806	-45.017159	29.649048
3309.1537	-27.046892	-45.301716	-44.802792	26.890724
3309.1542	-29.440422	-45.289921	-44.99334	18.310574
3309.1548	-31.115894	-45.289921	-45.017159	7.5237684
3309.1554	-32.791367	-45.514011	-45.017159	-3.1104498
3309.1559	-33.748775	-45.525806	-45.231525	-12.277476
3309.1565	-34.466835	-45.525806	-45.040977	-20.000784
3309.157	-35.184895	-45.525806	-45.017159	-25.916508
3309.1576	-35.902954	-45.301716	-45.017159	-30.3533
3309.1582	-36.142307	-45.289921	-45.017159	-33.581127
3309.1587	-36.860367	-45.289921	-44.802792	-36.034275
3309.1593	-37.09972	-45.289921	-44.778973	-37.783169
3309.1598	-37.578426	-45.289921	-44.778973	-39.027348
3309.1604	-37.81778	-45.289921	-44.778973	-40.001568
3309.161	-37.81778	-45.289921	-44.778973	-40.541492
3309.1615	-38.296486	-45.514011	-44.99334	-41.010994
3309.1621	-38.296486	-45.525806	-45.017159	-41.480495
3309.1626	-38.535839	-45.525806	-45.017159	-41.550922
3309.1632	-38.296486	-45.525806	-45.017159	-41.750458
3309.1638	-37.81778	-45.525806	-45.017159	-41.785671
3309.1643	-37.81778	-45.525806	-45.231525	-41.98521
3309.1649	-37.578426	-45.525806	-45.040977	-42.020424
3309.1654	-37.339073	-45.525806	-45.017159	-42.020424
3309.166	-37.09972	-45.749897	-45.017159	-42.020424
3309.1666	-36.621014	-45.761692	-45.017159	-42.020424
3309.1671	-36.621014	-45.985783	-45.231525	-42.020424
3309.1677	-36.38166	-45.997578	-45.255344	-42.020424
3309.1682	-35.902954	-45.997578	-45.255344	-42.020424
3309.1688	-35.663601	-45.997578	-45.255344	-42.020424
3309.1694	-35.424248	-45.773487	-45.040977	-41.820885
3309.1699	-34.945541	-45.761692	-45.017159	-41.586136
3309.1705	-34.945541	-45.761692	-44.802792	-41.351383
3309.171	-34.706188	-45.761692	-44.99334	-41.515709
3309.1716	-34.706188	-45.761692	-45.017159	-41.550922
3309.1722	-34.706188	-45.985783	-45.231525	-41.550922
3309.1727	-34.706188	-46.221668	-45.255344	-41.550922
3309.1733	-34.466835	-46.009373	-45.255344	-41.351383
3309.1738	-34.466835	-45.997578	-45.040977	-41.31617
3309.1744	-34.466835	-46.221668	-45.017159	-41.31617
3309.175	-34.466835	-46.233463	-45.017159	-41.116634
3309.1755	-34.227482	-46.233463	-44.802792	-41.081421
3309.1761	-34.227482	-46.233463	-44.99334	-41.081421
3309.1766	-33.988129	-46.233463	-45.017159	-40.881882
3309.1772	-34.227482	-46.233463	-45.017159	-40.846668
3309.1778	-34.466835	-46.45755	-45.017159	-41.046207
3309.1783	-34.466835	-46.693436	-45.017159	-41.081421
3309.1789	-34.706188	-46.705231	-45.017159	-40.881882
3309.1794	-34.706188	-46.705231	-45.231525	-40.846668
3309.18	-34.706188	-46.705231	-45.040977	-40.846668
3309.1806	-34.706188	-46.705231	-45.017159	-40.647133
3309.1811	-34.945541	-46.705231	-45.017159	-40.611919
3309.1817	-34.945541	-46.705231	-45.231525	-40.611919
3309.1822	-34.945541	-46.705231	-45.040977	-40.611919
3309.1828	-35.184895	-46.929321	-45.017159	-40.611919
3309.1834	-34.945541	-46.717026	-45.017159	-40.41238
3309.1839	-35.184895	-46.929321	-45.231525	-40.377167
3309.1845	-35.424248	-46.941116	-45.040977	-40.377167
3309.185	-35.424248	-46.941116	-45.017159	-40.177631
3309.1856	-35.424248	-46.941116	-45.017159	-40.142418
3309.1862	-35.424248	-46.941116	-45.017159	-40.142418
3309.1867	-35.184895	-46.717026	-44.802792	-39.942879
3309.1873	-35.184895	-46.705231	-44.778973	-39.907665
3309.1878	-35.424248	-46.705231	-44.778973	-39.907665
3309.1884	-35.424248	-46.705231	-44.778973	-39.907665
3309.189	-35.424248	-46.705231	-44.778973	-39.907665
3309.1895	-35.663601	-46.929321	-44.778973	-39.907665
3309.1901	-35.424248	-46.717026	-44.778973	-39.708126
3309.1906	-35.424248	-46.705231	-44.778973	-39.672913
3309.1912	-35.424248	-46.705231	-44.778973	-39.672913
