"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
4493.8414	-57.76218	-39.159763	-42.908539	-48.7682
4493.842	-57.725925	-39.068661	-42.624569	-49.004501
4493.8425	-57.64254	-39.019112	-42.629013	-48.62278
4493.843	-57.706589	-38.808937	-42.252945	-48.477364
4493.8435	-57.635288	-38.486477	-42.267487	-48.307709
4493.8441	-57.665501	-38.509254	-41.958477	-48.544014
4493.8446	-57.543442	-38.389378	-41.882938	-48.459187
4493.8451	-57.673962	-38.257519	-41.79488	-48.453125
4493.8456	-57.700546	-38.338234	-41.540398	-48.331944
4493.8462	-57.808105	-38.148834	-41.398212	-48.42889
4493.8467	-57.603867	-37.653759	-41.172005	-48.374359
4493.8472	-57.835899	-37.5187	-40.924393	-48.410713
4493.8477	-57.652206	-37.259777	-40.71273	-48.222881
4493.8483	-57.73801	-37.353676	-40.574982	-48.531895
4493.8488	-57.862488	-36.779888	-40.489754	-48.434948
4493.8493	-57.61837	-36.413872	-40.206192	-48.331944
4493.8498	-57.45039	-36.032677	-39.775589	-48.295589
4493.8504	-57.686047	-35.923191	-39.33247	-48.471302
4493.8509	-57.828648	-35.363384	-38.743122	-48.586426
4493.8514	-57.823814	-35.044121	-38.225677	-48.780315
4493.8519	-57.788769	-34.598995	-36.956097	-48.574306
4493.8525	-57.515648	-33.88615	-34.387047	-48.537952
4493.853	-57.134972	-33.115765	-25.943916	-48.422832
4493.8535	-57.085423	-32.157982	-12.513354	-48.495541
4493.854	-57.102341	-30.482155	0.1529541	-48.1017
4493.8546	-56.964573	-28.123854	13.055971	-47.95628
4493.8551	-57.364586	-23.163906	22.410387	-48.059284
4493.8556	-57.478184	-11.04554	26.014732	-47.895691
4493.8561	-57.455223	6.9749746	24.650633	-47.332195
4493.8567	-57.695713	20.380377	19.940704	-47.774509
4493.8572	-57.699341	26.995371	13.060819	-48.247116
4493.8577	-57.776684	29.134306	5.6852999	-48.640957
4493.8582	-57.881821	28.519358	-1.8089762	-48.840908
4493.8588	-57.873363	25.658388	-8.4759865	-48.889381
4493.8593	-57.774265	22.118137	-14.451859	-48.743961
4493.8598	-57.847984	16.956802	-19.879181	-48.743961
4493.8603	-57.993004	11.995657	-24.531746	-48.822731
4493.8609	-57.800854	6.4471335	-28.608702	-48.507656
4493.8614	-57.696922	1.2186713	-32.167404	-48.544014
4493.8619	-57.578491	-3.7768385	-35.258343	-48.416771
4493.8624	-57.716259	-8.4051361	-37.531708	-48.604603
4493.863	-57.704174	-12.694994	-39.604725	-48.36224
4493.8635	-57.777893	-16.43663	-41.386497	-48.42889
4493.864	-57.746471	-19.782686	-42.500561	-48.319828
4493.8645	-57.88303	-22.717178	-43.870319	-48.531895
4493.8651	-57.901157	-25.428307	-45.089405	-48.265293
4493.8656	-57.838318	-27.800995	-46.024929	-48.507656
4493.8661	-57.770641	-30.044218	-46.538334	-48.301647
4493.8666	-57.84436	-32.11203	-47.029522	-48.537952
4493.8672	-58.112644	-33.675575	-47.563126	-48.331944
4493.8677	-57.806896	-35.226334	-48.013115	-48.241058
4493.8682	-57.874573	-36.24725	-48.171055	-48.247116
4493.8687	-57.764599	-37.067978	-48.433208	-48.156231
4493.8693	-57.495102	-37.726082	-48.639217	-48.089581
4493.8698	-57.615952	-38.474091	-48.93288	-48.489479
4493.8703	-57.612328	-38.725822	-49.016094	-48.368298
4493.8708	-57.42622	-38.986347	-49.096073	-48.241058
4493.8714	-57.42622	-39.205315	-49.201908	-48.477364
4493.8719	-57.417759	-39.331581	-49.51577	-48.519775
4493.8724	-57.514439	-39.613682	-49.462044	-48.598545
4493.8729	-57.501144	-39.711582	-49.551716	-48.846966
4493.8735	-57.573654	-39.817867	-49.63089	-48.531895
4493.874	-57.565197	-39.467041	-49.845383	-48.68943
4493.8745	-57.451599	-39.312801	-50.212963	-48.68943
4493.875	-57.449181	-39.415493	-50.201653	-48.70155
4493.8756	-57.435886	-39.059872	-50.354748	-48.665195
4493.8761	-57.648582	-38.983551	-50.558331	-48.507656
4493.8766	-57.596619	-38.722626	-50.375751	-48.453125
4493.8771	-57.623203	-38.536423	-50.432709	-48.580368
4493.8777	-57.583324	-38.513248	-50.446442	-48.574306
4493.8782	-57.66671	-38.260719	-50.498951	-48.465244
4493.8787	-57.487854	-38.203575	-50.402008	-48.465244
4493.8793	-57.543442	-37.792412	-50.454117	-48.495541
4493.8798	-57.487854	-37.903095	-50.42786	-48.356182
4493.8803	-57.612328	-37.706104	-50.600746	-48.671253
4493.8808	-57.261864	-37.389236	-50.612457	-48.519775
4493.8813	-57.493896	-37.328503	-50.804333	-48.62278
4493.8819	-57.493896	-37.15229	-50.860477	-48.877262
4493.8824	-57.434677	-36.748318	-50.859268	-48.756081
4493.8829	-57.574863	-36.675594	-50.763939	-48.70155
4493.8834	-57.549484	-36.554924	-50.85442	-48.901497
4493.884	-57.567612	-36.266827	-50.891582	-49.052975
4493.8845	-57.590576	-35.894424	-50.868557	-48.695488
4493.885	-57.502354	-35.83009	-50.911777	-48.865143
4493.8856	-57.460056	-35.430115	-50.945305	-49.180218
4493.8861	-57.518066	-35.362587	-51.007107	-49.22263
4493.8866	-57.640121	-34.727657	-51.010746	-49.458935
4493.8871	-57.980919	-34.302109	-51.051949	-49.180218
4493.8876	-57.638916	-33.7435	-51.074165	-49.155979
4493.8882	-57.533775	-33.084599	-51.071335	-49.089329
4493.8887	-57.524109	-32.346581	-50.918243	-49.016621
4493.8892	-57.555527	-31.508268	-50.831799	-49.155979
4493.8897	-57.423801	-30.064596	-51.116173	-49.065094
4493.8903	-57.543442	-26.844007	-51.334702	-49.21051
4493.8908	-57.466099	-19.930531	-51.293098	-49.186275
4493.8913	-57.441929	-6.6310158	-51.098801	-48.713665
4493.8919	-57.689671	8.8238163	-51.222809	-48.556129
4493.8924	-57.519272	19.562443	-51.046696	-48.501598
4493.8929	-57.611118	24.30542	-51.257549	-48.998444
4493.8934	-57.798435	24.633873	-51.184437	-49.131744
4493.8939	-57.661877	23.171021	-51.072952	-49.004501
4493.8945	-57.719883	20.168602	-51.079414	-49.125683
4493.895	-57.537399	16.15765	-51.024883	-49.452873
4493.8955	-57.437096	11.970083	-50.690418	-49.107506
4493.896	-57.468517	7.5395765	-50.624577	-49.307457
4493.8966	-57.47456	3.0083756	-50.921474	-49.02874
4493.8971	-57.676376	-1.1596098	-50.83099	-49.162037
4493.8976	-57.509605	-5.5753336	-50.757477	-48.859085
4493.8982	-57.677586	-9.2945938	-50.912182	-49.271103
4493.8987	-57.636497	-13.11375	-50.979237	-49.198395
4493.8992	-57.76218	-16.686367	-50.969944	-49.295338
4493.8997	-57.712631	-19.955305	-50.930763	-49.174156
4493.9002	-57.753723	-23.175892	-50.930359	-49.374107
4493.9008	-57.793602	-25.907799	-50.873405	-49.331692
4493.9013	-57.640121	-28.213356	-50.838264	-49.283222
4493.9018	-57.643749	-30.40144	-50.587418	-49.204453
4493.9023	-57.553112	-32.728577	-50.659721	-49.204453
4493.9029	-57.561569	-34.378029	-50.503399	-49.14386
4493.9034	-57.826233	-36.162937	-50.450481	-49.392284
4493.9039	-57.745262	-37.714893	-50.252148	-49.47105
4493.9045	-57.447971	-38.712238	-50.075222	-49.162037
4493.905	-57.585739	-39.783104	-50.047352	-49.071152
4493.9055	-57.496311	-40.766861	-49.99403	-49.198395
4493.906	-57.635288	-41.536846	-49.954445	-49.392284
4493.9065	-57.780308	-42.655659	-50.327682	-49.343811
4493.9071	-57.646164	-43.436836	-50.149548	-49.258984
4493.9076	-57.475769	-44.068962	-49.76136	-49.307457
