"Time"	"0 Si2"
231.59648	-50.605957
231.59704	-50.605957
231.5976	-50.700195
231.59816	-50.700195
231.59872	-50.700195
231.59928	-50.98291
231.59984	-50.794434
231.6004	-50.888672
231.60096	-50.888672
231.60152	-50.700195
231.60208	-50.41748
231.60264	-50.41748
231.6032	-50.605957
231.60376	-50.700195
231.60432	-50.794434
231.60488	-50.794434
231.60544	-50.794434
231.606	-50.605957
231.60656	-50.700195
231.60712	-50.605957
231.60768	-50.794434
231.60824	-50.700195
231.6088	-50.700195
231.60936	-50.700195
231.60992	-50.794434
231.61048	-50.888672
231.61104	-50.98291
231.6116	-50.794434
231.61216	-50.794434
231.61272	-50.888672
231.61328	-50.794434
231.61384	-50.794434
231.6144	-50.794434
231.61496	-50.794434
231.61552	-50.98291
231.61608	-50.794434
231.61664	-50.700195
231.6172	-50.794434
231.61776	-50.794434
231.61832	-50.511719
231.61888	-50.511719
231.61944	-50.511719
231.62	-50.511719
231.62056	-50.605957
231.62112	-50.41748
231.62168	-50.605957
231.62224	-50.605957
231.6228	-50.511719
231.62336	-50.511719
231.62392	-50.41748
231.62448	-50.511719
231.62504	-50.511719
231.6256	-50.511719
231.62616	-50.511719
231.62672	-50.605957
231.62728	-50.794434
231.62784	-50.511719
231.6284	-50.700195
231.62896	-50.605957
231.62952	-50.605957
231.63008	-50.511719
231.63064	-50.511719
231.6312	-50.41748
231.63176	-50.41748
231.63232	-50.41748
231.63288	-50.41748
231.63344	-50.41748
231.634	-50.41748
231.63456	-50.323242
231.63512	-50.134766
231.63568	-49.946289
231.63624	-49.946289
231.6368	-49.852051
231.63736	-49.946289
231.63792	-50.040527
231.63848	-49.946289
231.63904	-49.757813
231.6396	-49.757813
231.64016	-49.852051
231.64072	-49.852051
231.64128	-49.757813
231.64184	-49.757813
231.6424	-49.852051
231.64296	-49.946289
231.64352	-49.852051
231.64408	-50.040527
231.64464	-50.040527
231.6452	-50.134766
231.64576	-49.852051
231.64632	-49.757813
231.64688	-49.946289
231.64744	-49.946289
231.648	-49.946289
231.64856	-50.040527
231.64912	-49.946289
231.64968	-50.229004
231.65024	-50.134766
231.6508	-50.229004
231.65136	-50.229004
231.65192	-50.040527
231.65248	-50.134766
231.65304	-50.134766
231.6536	-50.134766
231.65416	-50.229004
231.65472	-50.41748
231.65528	-50.229004
231.65584	-50.323242
231.6564	-50.323242
231.65696	-50.41748
231.65752	-50.323242
231.65808	-50.41748
231.65864	-50.511719
231.6592	-50.41748
231.65976	-50.700195
231.66032	-50.888672
231.66088	-50.888672
231.66144	-50.98291
231.662	-50.794434
231.66256	-50.888672
231.66312	-50.794434
231.66368	-50.794434
231.66424	-50.794434
231.6648	-50.98291
231.66536	-50.98291
231.66592	-51.171387
231.66648	-51.077148
231.66704	-51.171387
231.6676	-51.265625
231.66816	-51.171387
231.66872	-50.888672
