"Time"	"0 L-SI2"	"1 R-Si2"	"2 L-Si3"	"3 R-Si3"
3713.4269	-60.48518	-39.753979	-42.976521	-58.984497
3713.4274	-60.227451	-39.297165	-42.911087	-59.158997
3713.4279	-60.377293	-38.70742	-43.018536	-59.211105
3713.4285	-60.443222	-38.076988	-42.963196	-59.372276
3713.429	-60.347324	-37.615341	-43.303715	-59.524967
3713.4295	-60.563095	-37.211704	-43.399448	-59.65382
3713.43	-60.25742	-36.702927	-43.372787	-59.537895
3713.4306	-60.449219	-36.271496	-43.091244	-59.31411
3713.4311	-60.545116	-35.796959	-43.258068	-59.852966
3713.4316	-60.317356	-35.177402	-43.143757	-59.86993
3713.4321	-60.233444	-34.379795	-43.222118	-59.840038
3713.4327	-60.269409	-33.647045	-43.444283	-60.075535
3713.4332	-60.353317	-32.692333	-43.381676	-59.781467
3713.4337	-60.449219	-31.491894	-43.302101	-60.075939
3713.4342	-60.491173	-29.662231	-43.384098	-59.951527
3713.4348	-60.521141	-27.164673	-43.497604	-60.037163
3713.4353	-60.389282	-21.823925	-43.423683	-60.066647
3713.4358	-60.329346	-11.911841	-43.408741	-59.949509
3713.4363	-60.467197	0.5602417	-43.292809	-59.782681
3713.4369	-60.317356	11.563196	-43.481045	-59.805302
3713.4374	-60.335339	17.785742	-43.347336	-60.084824
3713.4379	-60.41925	20.350573	-43.376827	-60.178135
3713.4384	-60.293381	20.909302	-43.404697	-60.189041
3713.439	-60.712936	19.998901	-43.557388	-60.540066
3713.4395	-60.605053	18.082226	-43.542442	-60.531178
3713.44	-60.533127	15.458581	-43.345322	-60.466549
3713.4405	-60.611046	12.284668	-43.522243	-60.705276
3713.4411	-60.653	8.7884884	-43.609093	-60.586922
3713.4416	-60.467197	5.2641115	-43.396217	-60.622467
3713.4421	-60.59906	1.5056887	-43.325928	-60.563496
3713.4426	-60.593063	-2.3884888	-43.053272	-60.609947
3713.4432	-60.461205	-6.0570803	-43.031864	-60.494823
3713.4437	-60.706944	-9.4739017	-42.96077	-60.42979
3713.4442	-60.694958	-12.679639	-42.819794	-60.595402
3713.4447	-60.760887	-15.795142	-42.583893	-60.336075
3713.4453	-60.748901	-18.733398	-42.514015	-60.554203
3713.4458	-60.724926	-21.37356	-42.30962	-60.7691
3713.4463	-60.629028	-23.762354	-42.036961	-60.624893
3713.4468	-60.527134	-26.066553	-41.681091	-60.709721
3713.4474	-60.521141	-28.116566	-41.374908	-60.840996
3713.4479	-60.545116	-29.98208	-41.432266	-60.957333
3713.4484	-60.515148	-31.736012	-41.2715	-60.67094
3713.4489	-60.581078	-33.261536	-41.077606	-60.768692
3713.4495	-60.557102	-34.528843	-41.057407	-60.652763
3713.45	-60.718933	-35.243065	-41.075993	-60.824841
3713.4505	-60.59906	-36.484997	-40.858673	-60.622871
3713.451	-60.563095	-37.495701	-40.819893	-60.664074
3713.4516	-60.670982	-38.493114	-40.7383	-60.752941
3713.4521	-60.569092	-39.113876	-40.541176	-60.674171
3713.4526	-60.706944	-40.094772	-40.478165	-60.883007
3713.4531	-60.676975	-40.5536	-40.522999	-60.762634
3713.4537	-60.802841	-41.032166	-40.208332	-60.792526
3713.4542	-60.820824	-41.716171	-40.300426	-60.767078
3713.4547	-60.521141	-42.303501	-40.104115	-60.810299
3713.4552	-60.754894	-42.426365	-40.357384	-60.672153
3713.4558	-60.58707	-42.978245	-40.264477	-60.54895
3713.4563	-60.772873	-43.391953	-40.299217	-60.512596
3713.4568	-60.581078	-43.594578	-40.140469	-60.719818
3713.4573	-60.718933	-43.98452	-39.978088	-60.910072
3713.4579	-60.868774	-44.287048	-39.974045	-60.735973
3713.4584	-60.593063	-44.581516	-39.617771	-60.722645
3713.4589	-60.515148	-44.76239	-39.858521	-60.68306
3713.4594	-60.784863	-45.114059	-39.873466	-60.793335
3713.46	-60.575085	-45.342869	-39.442463	-60.671345
3713.4605	-60.635021	-45.689709	-39.332996	-60.814743
3713.461	-60.58707	-45.613171	-39.131836	-60.531582
3713.4615	-60.76688	-45.960411	-38.934307	-60.499268
3713.4621	-60.832809	-46.268173	-38.99894	-60.413631
3713.4626	-60.641014	-46.427292	-38.716183	-60.401917
3713.4631	-60.629028	-46.513901	-38.70245	-60.644688
3713.4636	-60.605053	-46.540085	-38.500076	-60.560261
3713.4642	-60.611046	-46.809582	-38.36718	-60.451199
3713.4647	-61.084545	-46.871616	-38.478664	-60.721027
3713.4652	-60.736912	-47.016235	-38.369602	-60.644684
3713.4657	-60.898743	-47.257935	-38.257305	-60.688713
3713.4663	-61.000633	-47.359848	-38.089672	-60.698006
3713.4668	-60.970665	-47.558849	-37.79641	-60.670132
3713.4673	-60.808838	-47.394089	-37.718857	-60.668114
3713.4678	-61.036594	-47.605175	-37.573036	-60.566322
3713.4684	-60.904736	-47.710312	-37.421963	-60.643879
3713.4689	-61.000633	-47.919785	-37.274521	-60.621658
3713.4694	-61.126499	-47.913742	-37.085884	-60.868469
3713.4699	-61.144482	-48.059971	-36.731632	-60.580864
3713.4705	-60.718933	-47.952415	-36.600349	-60.643879
3713.471	-60.898743	-48.152222	-36.571266	-60.649937
3713.4715	-61.17445	-48.191296	-36.393532	-60.627316
3713.472	-61.018616	-48.302074	-36.269928	-60.767078
3713.4726	-61.294323	-48.40802	-36.111179	-60.986416
3713.4731	-61.126499	-48.290794	-35.914059	-60.871292
3713.4736	-60.964672	-48.46965	-35.436199	-60.731934
3713.4741	-61.096531	-48.720215	-35.20797	-60.716991
3713.4747	-61.282333	-48.832603	-34.762833	-60.626102
3713.4752	-61.084545	-48.734715	-34.438873	-60.523502
3713.4757	-61.06057	-48.78064	-33.974747	-60.567532
3713.4762	-61.012619	-48.779831	-33.297745	-60.554203
3713.4768	-60.970665	-48.79393	-32.715267	-60.41161
3713.4773	-61.120506	-48.937744	-31.904558	-60.537239
3713.4778	-61.084545	-49.027573	-30.415239	-60.196312
3713.4783	-61.102524	-49.053757	-28.474312	-60.357891
3713.4789	-60.694958	-48.977623	-23.013462	-60.246807
3713.4794	-60.736912	-48.991722	-10.115697	-60.334057
3713.4799	-60.47319	-49.179039	4.2653327	-60.137337
3713.4804	-60.718933	-49.175816	15.802633	-60.445137
3713.481	-60.940697	-49.097668	23.52877	-60.530369
3713.4815	-60.940697	-49.112572	27.406988	-60.52916
3713.482	-61.330284	-49.100891	28.12923	-60.455238
3713.4825	-61.246372	-49.234631	26.057024	-60.433022
3713.4831	-61.576023	-49.25034	22.544775	-60.477051
3713.4836	-61.306309	-49.202404	17.821922	-60.50856
3713.4841	-61.671921	-49.24752	12.368345	-60.470989
3713.4846	-61.761826	-49.093235	6.7632904	-60.451199
3713.4852	-61.689903	-49.450546	1.4991596	-60.523502
3713.4857	-61.719872	-49.425571	-3.6163216	-60.398685
3713.4862	-61.588009	-49.444103	-8.054801	-60.423328
3713.4867	-61.450157	-49.422752	-12.189923	-60.369198
3713.4873	-61.57003	-49.361118	-16.167912	-60.20116
3713.4878	-61.63596	-49.242283	-19.740751	-60.376068
3713.4883	-61.390221	-49.256786	-22.92177	-60.157536
3713.4888	-61.725864	-49.649143	-25.736416	-60.672554
3713.4894	-61.725864	-49.441685	-28.138639	-60.563492
3713.4899	-61.540062	-49.217308	-30.065832	-60.332439
3713.4904	-61.366245	-49.32003	-31.90254	-60.299721
3713.4909	-61.659935	-49.408249	-33.540112	-60.321129
3713.4915	-61.582016	-49.26162	-34.609337	-60.266193
3713.492	-61.45615	-49.399792	-35.724609	-60.04726
3713.4925	-61.372238	-49.377636	-36.900879	-60.297699
3713.493	-61.300316	-49.181858	-37.664322	-60.147034
3713.4936	-61.432175	-49.126671	-38.408783	-60.084019
3713.4941	-61.492111	-49.023144	-38.879372	-60.323555
3713.4946	-61.731857	-48.646496	-39.242107	-60.012924
3713.4951	-61.594006	-48.512352	-39.682404	-60.18177
3713.4957	-61.498104	-47.91898	-40.157841	-60.076748
3713.4962	-61.45615	-47.468212	-40.346882	-60.0513
3713.4967	-61.707882	-46.993675	-40.727394	-60.146225
3713.4972	-61.641953	-46.667381	-41.171322	-60.311436
3713.4978	-61.462143	-46.155785	-41.557892	-60.481091
3713.4983	-61.420189	-45.402489	-41.97839	-60.571575
3713.4988	-61.312302	-44.936413	-41.941227	-60.441502
3713.4993	-61.605991	-44.105774	-42.152489	-60.471397
3713.4999	-61.492111	-43.436668	-42.430401	-60.592979
3713.5004	-61.665928	-42.933128	-42.610554	-60.776772
3713.5009	-61.629967	-42.08839	-42.765263	-60.585709
3713.5014	-61.719872	-41.785057	-42.890079	-60.69558
3713.502	-61.617977	-41.175571	-43.121132	-60.772327
3713.5025	-61.611984	-40.368698	-42.948654	-60.720627
3713.503	-61.378235	-40.143112	-42.917145	-60.592175
3713.5035	-61.540062	-39.214184	-43.0359	-60.656803
3713.5041	-61.330284	-38.66029	-43.129211	-60.88826
3713.5046	-61.546055	-37.942039	-43.327141	-60.9949
3713.5051	-61.486118	-37.589966	-43.332394	-60.950466
3713.5056	-61.653942	-37.017136	-43.406719	-60.918552
3713.5062	-61.767818	-36.327488	-43.412777	-61.165363
3713.5067	-61.695896	-35.736534	-43.354206	-61.222721
3713.5072	-61.611984	-35.099655	-43.569099	-61.299065
3713.5077	-61.719872	-34.515953	-43.640194	-61.383492
3713.5083	-61.360252	-33.52821	-43.522243	-61.281696
3713.5088	-61.611984	-32.419212	-43.459637	-61.296638
3713.5093	-61.707882	-31.065699	-43.526688	-61.298256
3713.5098	-61.510094	-29.319824	-43.448326	-61.258671
3713.5104	-61.474133	-26.885511	-43.609898	-61.346329
3713.5109	-61.677914	-22.295643	-43.495987	-61.369755
3713.5114	-61.588009	-13.351563	-43.484276	-61.122139
3713.5119	-61.558041	-0.8170414	-43.492756	-61.064781
3713.5125	-61.16246	10.687036	-43.678165	-61.237263
3713.513	-61.408203	17.678589	-43.511745	-61.164955
3713.5135	-61.899681	20.638597	-43.632519	-61.588688
3713.514	-61.594006	21.07406	-43.58445	-61.681595
3713.5146	-61.677914	20.022669	-43.609901	-61.793488
3713.5151	-61.372238	18.313452	-43.420048	-61.61454
3713.5156	-61.516087	15.991528	-43.538403	-61.883968
3713.5161	-61.492111	12.785388	-43.611919	-61.711891
3713.5167	-61.713879	9.5711908	-43.600204	-61.952641
3713.5172	-61.450157	5.871985	-43.425705	-61.936882
3713.5177	-61.45615	2.3310916	-43.291595	-61.640392
3713.5182	-61.755833	-1.5872558	-43.462868	-61.822975
3713.5188	-61.743847	-5.2236204	-43.325123	-61.769657
3713.5193	-61.797787	-9.0058107	-43.29604	-61.843983
3713.5198	-61.821762	-12.059278	-43.270592	-61.78743
3713.5203	-61.534069	-15.163502	-43.069836	-61.760365
3713.5209	-61.564037	-18.052612	-43.015705	-61.74744
3713.5214	-61.653942	-20.794691	-42.789906	-61.87104
3713.5219	-61.546055	-23.273718	-42.474022	-61.874275
3713.5224	-61.366245	-25.479223	-42.401718	-61.907803
3713.523	-61.414196	-27.402344	-42.325779	-61.932842
3713.5235	-61.450157	-29.256178	-42.131081	-62.030598
3713.524	-61.444164	-30.874756	-42.073315	-62.133602
3713.5245	-61.671921	-32.468357	-41.725929	-61.970818
3713.5251	-61.671921	-33.875046	-41.51992	-62.009594
3713.5256	-61.498104	-35.174179	-41.315525	-61.770058
3713.5261	-61.45615	-36.167969	-41.143452	-61.803585
3713.5266	-61.318298	-37.116638	-41.120022	-61.812874
3713.5272	-61.492111	-37.902966	-41.256958	-61.660591
3713.5277	-61.312302	-38.543869	-41.08609	-61.5592
3713.5282	-61.725864	-39.297165	-40.66761	-61.581017
3713.5287	-61.68391	-40.248657	-40.592072	-61.696136
3713.5293	-61.73785	-40.499619	-40.617115	-61.613731
3713.5298	-61.390221	-40.874252	-40.273769	-61.488514
3713.5303	-61.785801	-41.484142	-40.52623	-61.808025
3713.5308	-61.725864	-42.19796	-40.41151	-61.740974
3713.5314	-61.743847	-42.635033	-40.313759	-61.717548
3713.5319	-61.492111	-42.980663	-40.367081	-61.75592
3713.5324	-61.384228	-43.298096	-40.329918	-61.928402
3713.5329	-61.725864	-43.638489	-40.426056	-61.770866
3713.5335	-61.677914	-44.009094	-40.181267	-61.758747
3713.534	-61.689903	-44.169018	-40.073418	-61.809643
3713.5345	-61.695896	-44.557751	-39.982529	-61.779346
3713.535	-61.384228	-44.594006	-39.884777	-61.805202
3713.5356	-61.791794	-44.973068	-39.709465	-61.812874
3713.5361	-61.438168	-45.293724	-39.771271	-61.999901
3713.5366	-61.785801	-45.349716	-39.51598	-61.741783
3713.5371	-61.540062	-45.524948	-39.341881	-61.64888
3713.5377	-61.420189	-45.671982	-39.265537	-61.801968
3713.5382	-61.546055	-45.753357	-39.055489	-61.621002
3713.5387	-61.588009	-46.030102	-38.893913	-61.765614
3713.5392	-61.659935	-45.9874	-39.006611	-61.997475
3713.5398	-61.617977	-46.194458	-38.992878	-61.8153
3713.5403	-61.558041	-46.233532	-38.886238	-61.767231
3713.5408	-61.767818	-46.454285	-38.956928	-61.810047
3713.5413	-61.779808	-46.592857	-38.660839	-61.779346
3713.5419	-61.504101	-46.724182	-38.3797	-61.669479
3713.5424	-61.653942	-47.139904	-38.167225	-61.729664
3713.5429	-61.528072	-47.101635	-38.180561	-61.666653
3713.5434	-61.492111	-46.939697	-37.872353	-61.661804
3713.544	-61.599998	-47.320374	-37.589596	-61.576973
3713.5445	-61.743847	-47.319565	-37.502342	-61.395607
3713.545	-61.707882	-47.241821	-37.378738	-61.292603
3713.5455	-61.689903	-47.435581	-37.231705	-61.597172
3713.5461	-61.57003	-47.624107	-37.20343	-61.51194
3713.5466	-61.809776	-47.5802	-36.802723	-61.46468
3713.5471	-61.767818	-47.826328	-36.733242	-61.444889
3713.5476	-61.731857	-47.923412	-36.697701	-61.443676
3713.5482	-61.725864	-47.900852	-36.516735	-61.624641
3713.5487	-61.881699	-47.88031	-36.50502	-61.535774
3713.5492	-61.773815	-47.966919	-36.329712	-61.607677
3713.5497	-61.791794	-47.991089	-36.151573	-61.585052
3713.5503	-61.809776	-47.997936	-35.865582	-61.554756
3713.5508	-61.965611	-48.108715	-35.726227	-61.4566
