mode,control_gain,onset_failed,n_pre_intervals,mean_pre_frequency_hz,mean_pre_driver_frequency_hz,n_post_intervals,mean_post_frequency_hz
presynaptic,0.0,true,0,0.0,0.0,0,0.0
presynaptic,0.3050847457627119,true,0,0.0,0.0,0,0.0
presynaptic,0.3533467394426889,false,9,0.013365039219348313,3.68239624581351,0,0.0
presynaptic,0.4016087331226659,false,9,0.015437725285125008,3.683616050846309,0,0.0
presynaptic,0.4498707268026429,false,9,0.01659152433665633,3.683318402737706,0,0.0
presynaptic,0.4981327204826199,false,9,0.0190036904319573,3.6836318955707745,0,0.0
presynaptic,0.546394714162597,false,9,0.020052709355721815,3.6842272451490743,0,0.0
presynaptic,0.594656707842574,false,9,0.02069179728421533,3.683139916590328,0,0.0
presynaptic,0.642918701522551,false,9,0.022852117248801176,3.6830405712883456,0,0.0
presynaptic,0.691180695202528,false,9,0.02429687349239275,3.6821829904016585,0,0.0
presynaptic,0.739442688882505,false,9,0.024923382473029772,3.6840313975063146,0,0.0
presynaptic,0.787704682562482,false,9,0.026004929647537502,3.6824656807660747,0,0.0
