mode,time_s,V0,V1
presynaptic,200.1,-32.15625,-41.94456972007758
presynaptic,200.11,-31.78125,-41.77756049074871
presynaptic,200.12,-31.299368338727515,-41.60894773481015
presynaptic,200.13,-30.7505223917489,-41.43749281477784
presynaptic,200.14,-30.857404053016626,-41.26184462704401
presynaptic,200.15,-30.91045308984458,-41.080438498436315
presynaptic,200.16,-30.79043976730098,-40.891412595016384
presynaptic,200.17,-30.0,-40.69241579169139
presynaptic,200.18,-29.410975481585336,-40.48035248784945
presynaptic,200.19,-28.6875,-40.2510608954318
presynaptic,200.2,-28.21848880412555,-39.99863400215758
presynaptic,200.21,-27.65625,-39.71423151912669
presynaptic,200.22,-27.160453089841194,-39.383896818711385
presynaptic,200.23,-25.943009069203928,-38.983877691142304
presynaptic,200.24,-24.89758262444316,-38.46908728248232
presynaptic,200.25,-22.915700963170675,-37.73865089989285
presynaptic,200.26,-16.704288403510873,-36.492707565696506
presynaptic,200.27,16.68776119586969,-32.8385374230578
presynaptic,200.28,-11.512110833634205,27.188566974153705
presynaptic,200.29,-31.95431235936478,20.868353157544846
presynaptic,200.3,-35.759189767298274,6.2288766933737225
presynaptic,200.31,-36.09375,-13.628647404164294
presynaptic,200.32,-35.625,-37.396138061623304
presynaptic,200.33,-34.86186833872751,-47.83486229110733
presynaptic,200.34,-33.46927239173941,-50.56969063354398
presynaptic,200.35,-32.08980810603325,-50.66383978992139
presynaptic,200.36,-31.86239073046214,-49.87569477320882
presynaptic,200.37,-31.17831023269902,-48.86983693642842
presynaptic,200.38,-30.14758262444316,-47.902285858893556
presynaptic,200.39,-28.37972548158875,-47.05996162142041
presynaptic,200.4,-27.1875,-46.35815408785529
presynaptic,200.41,-26.4380223917489,-45.783908318654376
presynaptic,200.42,-25.59375,-45.31566664456033
presynaptic,200.43,-24.9375,-44.93168116642829
presynaptic,200.44,-24.174629534601962,-44.61310198105577
presynaptic,200.45,-22.928832624445892,-44.344673601432426
presynaptic,200.46,-19.98292644475601,-44.114507307361336
presynaptic,200.47,10.335106580359774,-43.913299311275885
presynaptic,200.48,4.973712721614542,-43.733364496475495
presynaptic,200.49,-26.31461352289318,-43.56891322093545
presynaptic,200.5,-34.82090617968239,-43.41601278489497
presynaptic,200.51,-36.60293976730098,-43.27219746963268
presynaptic,200.52,-36.012086877784206,-43.13558832226187
presynaptic,200.53,-35.75945096317067,-43.00471199568699
presynaptic,200.54,-35.12998667746321,-42.8784082576215
presynaptic,200.55,-34.50026119586969,-42.75575608406201
presynaptic,200.56,-32.73240405301256,-42.63601664950861
presynaptic,200.57,-31.902046910158806,-42.5185884476063
presynaptic,200.58,-31.459560232701723,-42.40297199731351
presynaptic,200.59,-30.99133262444316,-42.288742404680114
presynaptic,200.6,-30.629725481585336,-42.1755300029211
presynaptic,200.61,-29.799368338727515,-42.06300052641328
presynaptic,200.62,-29.062761195869705,-41.95084047627854
presynaptic,200.63,-28.580095946983374,-41.83874945960779
presynaptic,200.64,-28.258406179682392,-41.72642241318667
presynaptic,200.65,-28.03125,-41.61354755239721
presynaptic,200.66,-27.71008262444316,-41.49978684254306
presynaptic,200.67,-26.87972548158875,-41.38477526773363
presynaptic,200.68,-25.768118338727515,-41.2680970545867
presynaptic,200.69,-24.75026119587445,-41.14928174578286
presynaptic,200.7,-22.714808106033253,-41.02777239336126
presynaptic,200.71,-16.86421910155419,-40.902910175910755
presynaptic,200.72,17.19668976730098,-40.7734519574341
presynaptic,200.73,-10.534432262250496,-40.63742891251607
presynaptic,200.74,-32.03414711048798,-40.49278995782387
presynaptic,200.75,-36.0,-40.33773863450671
presynaptic,200.76,-36.46875,-40.1701526791833
presynaptic,200.77,-36.10740405301187,-39.986972604265596
presynaptic,200.78,-35.4375,-39.7837631282969
presynaptic,200.79,-34.82168976730098,-39.55395282144308
presynaptic,200.8,-34.51391524888226,-39.28740852589012
presynaptic,200.81,-34.21875,-38.967548044631066
presynaptic,200.82,-33.856881661268396,-38.56488317650783
presynaptic,200.83,-33.75,-38.02049001229835
presynaptic,200.84,-34.01759594698744,-37.19098951648194
presynaptic,200.85,-33.375,-35.569046707964986
presynaptic,200.86,-33.669120465403445,-23.382962561772928
presynaptic,200.87,-33.69616737555684,25.69413420205232
presynaptic,200.88,-33.99054903682933,16.16256240462903
presynaptic,200.89,-34.59375,-0.913892606150308
presynaptic,200.9,-35.0625,-22.97836725182182
presynaptic,200.91,-35.42384594698337,-42.52087304258021
presynaptic,200.92,-35.4375,-48.215970402811855
presynaptic,200.93,-35.45037046539804,-49.14869525183453
presynaptic,200.94,-35.49133262444316,-48.57928452278294
presynaptic,200.95,-35.50472548158875,-47.71343226352582
presynaptic,200.96,-35.45063166127249,-47.03141294062985
presynaptic,200.97,-35.249738804130295,-46.4500236782452
presynaptic,200.98,-34.86134594698337,-45.9166049729659
presynaptic,200.99,-34.66045308984458,-45.431785420221
presynaptic,201.0,-34.44668976730098,-44.99890648708486
presynaptic,201.01,-34.72741737555684,-44.61677723265746
presynaptic,201.02,-34.71402451841466,-44.28085242127662
presynaptic,201.03,-33.92436833872751,-43.98508178249036
presynaptic,201.04,-33.8442723917489,-43.723159370630036
presynaptic,201.05,-34.20509594698813,-43.489194288045354
presynaptic,201.06,-34.21875,-43.277997817979994
presynaptic,201.07,-34.27206023269902,-43.08515999499342
presynaptic,201.08,-34.21875,-42.907005733290305
presynaptic,201.09,-34.07195096317067,-42.74051331264448
presynaptic,201.1,-33.924368338731604,-42.58320870698373
presynaptic,201.11,-34.21848880413031,-42.43306657472136
presynaptic,201.12,-34.21875,-42.2884213064165
presynaptic,201.13,-34.2854530898412,-42.1478892894864
presynaptic,201.14,-34.16543976730098,-42.01030282596942
presynaptic,201.15,-34.125,-41.87465451542593
presynaptic,201.16,-33.97820096317067,-41.74005010119894
presynaptic,201.17,-33.73686833873227,-41.60566733853354
presynaptic,201.18,-33.56197760826062,-41.47071840329336
presynaptic,201.19,-32.37105810603325,-41.334413622844735
presynaptic,201.2,-31.78125,-41.195926044742706
presynaptic,201.21,-31.59375,-41.05435313261721
presynaptic,201.22,-31.244752126670523,-40.908660637701765
presynaptic,201.23,-31.15152451841125,-40.75762644314141
presynaptic,201.24,-30.697473354910056,-40.59977309785643
presynaptic,201.25,-30.84375,-40.43320547511176
presynaptic,201.26,-31.017595946983374,-40.255477309920714
presynaptic,201.27,-31.09795308984458,-40.063332551133804
presynaptic,201.28,-30.84375,-39.852177809805944
presynaptic,201.29,-30.736084751113683,-39.6153826745385
presynaptic,201.3,-30.629725481585336,-39.342877986413136
presynaptic,201.31,-30.09375,-39.01834461264927
presynaptic,201.32,-29.62526119587445,-38.61292239936053
presynaptic,201.33,-29.15625,-38.069243368930444
presynaptic,201.34,-28.59375,-37.24919461779185
presynaptic,201.35,-27.69668976730098,-35.67366718701325
presynaptic,201.36,-27.1875,-26.010536487662886
presynaptic,201.37,-26.464024518414664,25.87680774135001
presynaptic,201.38,-25.80751332254497,16.668387533088605
presynaptic,201.39,-24.37578358762335,-0.20482674034388268
presynaptic,201.4,-21.44327026506281,-22.063068149428414
presynaptic,201.41,1.8117643241242356,-42.39618572820877
presynaptic,201.42,12.071665811417674,-49.25088798555079
presynaptic,201.43,-22.29492800890945,-50.80433859310297
presynaptic,201.44,-34.17804903682933,-50.5266849889998
presynaptic,201.45,-36.06748667746321,-49.662352943370465
presynaptic,201.46,-36.09375,-48.69154989722444
presynaptic,201.47,-35.34375,-47.796159928759195
presynaptic,201.48,-34.4332969101588,-47.03232444311119
presynaptic,201.49,-33.602939767298274,-46.403454817678686
presynaptic,201.5,-31.74133262444316,-45.89315107268651
presynaptic,201.51,-30.44222548158875,-45.47993963594982
presynaptic,201.52,-29.41123667745503,-45.14340485693425
presynaptic,201.53,-28.59375,-44.866253801949966
presynaptic,201.54,-28.125,-44.634661629109246
presynaptic,201.55,-27.53545308984458,-44.437894763379376
presynaptic,201.56,-26.94668976730098,-44.26775593919666
presynaptic,201.57,-26.30383262444316,-44.11804504108391
presynaptic,201.58,-25.098475481585336,-43.98409438882488
presynaptic,201.59,-22.75498667745503,-43.86239588497223
presynaptic,201.6,-7.793265010224682,-43.75029558669903
presynaptic,201.61,14.601348636142427,-43.64529980785428
presynaptic,201.62,-18.263155617202457,-43.54513486753169
presynaptic,201.63,-33.07905116349509,-43.44840062319991
presynaptic,201.64,-35.75866737555411,-43.354719133838216
presynaptic,201.65,-36.06722548158534,-43.263892869901476
presynaptic,201.66,-35.63813166127249,-43.1756974650874
presynaptic,201.67,-35.43723880412555,-43.08991059849285
presynaptic,201.68,-34.6875,-43.00632602363875
presynaptic,201.69,-34.6207969101588,-42.92475948900378
presynaptic,201.7,-34.63418976730098,-42.845049964616635
presynaptic,201.71,-34.125,-42.7670585745334
presynaptic,201.72,-33.06722548158534,-42.69066636440326
presynaptic,201.73,-32.424368338731604,-42.615771277565244
presynaptic,201.74,-32.43776119586969,-42.542285409773115
presynaptic,201.75,-32.4375,-42.470134423801824
presynaptic,201.76,-32.2229530898412,-42.3992520482821
presynaptic,201.77,-31.95587953459655,-42.329581222394296
presynaptic,201.78,-31.82116737555684,-42.261071323717246
presynaptic,201.79,-31.28597548158875,-42.19367558467739
presynaptic,201.8,-31.111868338727515,-42.1273535032
presynaptic,201.81,-30.56302239173941,-42.06206495337581
presynaptic,201.82,-30.46875,-41.997774973650536
presynaptic,201.83,-30.495796910154045,-41.93444769902668
presynaptic,201.84,-30.5625,-41.87205077167767
presynaptic,201.85,-30.65625,-41.810551249512606
presynaptic,201.86,-30.75,-41.74991698218246
presynaptic,201.87,-30.75,-41.690117011449956
presynaptic,201.88,-29.71901119587445,-41.63111806593243
presynaptic,201.89,-28.96875,-41.572889815603325
presynaptic,201.9,-28.43329691015542,-41.51539769428196
presynaptic,201.91,-28.27206023269902,-41.45861007938684
presynaptic,201.92,-28.6875,-41.40249159884682
presynaptic,201.93,-29.4375,-41.3470073381869
presynaptic,201.94,-29.71875,-41.29212143350395
presynaptic,201.95,-29.71901119587445,-41.237794604194
presynaptic,201.96,-29.625,-41.18398863762613
presynaptic,201.97,-29.129203089841194,-41.13066085349882
presynaptic,201.98,-28.72793976730098,-41.07776772991203
presynaptic,201.99,-28.513915248886317,-41.02526380293232
presynaptic,202.0,-28.151524518414664,-40.973098538068875
presynaptic,202.01,-28.231881661268396,-40.921220946685416
presynaptic,202.02,-28.3125,-40.86957450624021
presynaptic,202.03,-28.888654053016626,-40.81809814984966
presynaptic,202.04,-29.71875,-40.76672894842285
presynaptic,202.05,-30.84375,-40.71539411778604
presynaptic,202.06,-31.6875,-40.66401745354808
presynaptic,202.07,-32.37027451841466,-40.612516438101366
presynaptic,202.08,-32.54438166127249,-40.560794489480266
presynaptic,202.09,-32.812238804130295,-40.5087525317247
presynaptic,202.1,-33.01365405301663,-40.45627523178517
presynaptic,202.11,-32.71875,-40.40323051466459
presynaptic,202.12,-32.49081023269902,-40.34948198252992
presynaptic,202.13,-32.07641524888632,-40.29485915372181
presynaptic,202.14,-31.59375,-40.239174029007806
presynaptic,202.15,-31.325631661272485,-40.182224434257144
presynaptic,202.16,-31.31223880412555,-40.12374521086198
presynaptic,202.17,-31.21875,-40.06345496651641
presynaptic,202.18,-31.125,-40.00102341844253
presynaptic,202.19,-30.99081023269902,-39.936017596963325
presynaptic,202.2,-30.991332624445892,-39.867985007781044
presynaptic,202.21,-30.817225481585336,-39.79632027713607
presynaptic,202.22,-30.455618338727515,-39.72028480110819
presynaptic,202.23,-30.28151119587445,-39.6390369588363
presynaptic,202.24,-30.26759594698813,-39.551361494454326
presynaptic,202.25,-29.972953089841194,-39.45589572660307
presynaptic,202.26,-28.996319301902947,-39.35063799077934
presynaptic,202.27,-28.78125,-39.23311645701225
presynaptic,202.28,-28.071950963170675,-39.09974092983194
presynaptic,202.29,-27.09375,-38.94554843548446
presynaptic,202.3,-25.96901119586969,-38.76309645690812
presynaptic,202.31,-24.027308106025124,-38.540779495569076
presynaptic,202.32,-18.778875281270434,-38.25919721148363
presynaptic,202.33,16.23162046540345,-37.88253147754635
presynaptic,202.34,-9.074349637807337,-37.334582247859075
presynaptic,202.35,-30.601372592073318,-36.41525207444103
presynaptic,202.36,-34.51313166127249,-34.261994954689555
presynaptic,202.37,-34.687238804130295,24.07510952945969
presynaptic,202.38,-34.60740405301663,23.318728339054474
presynaptic,202.39,-34.40625,10.72814180656675
presynaptic,202.4,-34.03125,-8.050828226179833
presynaptic,202.41,-33.402830497772634,-31.66089296460357
presynaptic,202.42,-33.02652451841125,-45.777550469755134
presynaptic,202.43,-32.71875,-49.991842947656984
presynaptic,202.44,-32.4375,-50.70612736173143
presynaptic,202.45,-31.96875,-50.20476974419292
presynaptic,202.46,-31.40625,-49.34415857853631
presynaptic,202.47,-30.79043976730098,-48.460681426531366
presynaptic,202.48,-30.09375,-47.679253941736874
presynaptic,202.49,-29.317225481585336,-47.032861288894416
presynaptic,202.5,-28.55435501618254,-46.516330207739784
presynaptic,202.51,-27.28125,-46.11005656416852
presynaptic,202.52,-25.58009594698813,-45.791612608738745
presynaptic,202.53,-23.706140730476413,-45.541288204851085
presynaptic,202.54,-18.61763860380589,-45.34306298596739
presynaptic,202.55,16.63366737555887,-45.184132182715125
presynaptic,202.56,-9.141313923537256,-45.05411099129112
presynaptic,202.57,-31.096908306341973,-44.94537669608828
presynaptic,202.58,-35.0625,-44.85290948981553
presynaptic,202.59,-35.70509594698744,-44.7731856130506
presynaptic,202.6,-35.34375,-44.703463585816706
presynaptic,202.61,-34.875,-44.641623532960395
presynaptic,202.62,-34.16491737555684,-44.58603409685483
presynaptic,202.63,-33.62972548158534,-44.53544523659657
presynaptic,202.64,-33.48188166126773,-44.48889922239739
presynaptic,202.65,-33.375,-44.44566312773892
presynaptic,202.66,-32.8125,-44.40517598777864
presynaptic,202.67,-32.25,-44.36700720740728
presynaptic,202.68,-31.487129534601962,-44.3308253736443
presynaptic,202.69,-30.951415248886317,-44.2963743643198
presynaptic,202.7,-30.02652451841125,-44.26345512233489
presynaptic,202.71,-29.236868338727515,-44.23191179373047
presynaptic,202.72,-27.93802239173941,-44.201621187310565
presynaptic,202.73,-27.027308106033253,-44.17248498881166
presynaptic,202.74,-25.99579691015542,-44.144423882795664
presynaptic,202.75,-24.643379534601962,-44.11737265965504
presynaptic,202.76,-22.098997873329477,-44.09127678852854
presynaptic,202.77,-8.758073116096162,-44.06605506224465
presynaptic,202.78,15.136801726002655,-44.041088570463856
presynaptic,202.79,-18.182798474259908,-44.01565199347484
presynaptic,202.8,-33.68172973494065,-43.989552653014336
presynaptic,202.81,-34.8479530898412,-43.96331304501529
presynaptic,202.82,-34.74081023269902,-43.93739011341869
presynaptic,202.83,-33.77783049776453,-43.91203740659487
presynaptic,202.84,-33.41570096317067,-43.88738518751032
presynaptic,202.85,-33.02626332253679,-43.86348979802041
presynaptic,202.86,-32.99973880413031,-43.840365051652
presynaptic,202.87,-32.53125,-43.81800112404784
presynaptic,202.88,-32.0354530898412,-43.79637606770501
presynaptic,202.89,-31.35293976730098,-43.77546252344987
presynaptic,202.9,-30.46875,-43.75523158662285
presynaptic,202.91,-29.973475481585336,-43.735654865689796
presynaptic,202.92,-29.424368338732272,-43.716705704027426
presynaptic,202.93,-28.875522391739384,-43.698359278428015
presynaptic,202.94,-28.902308106033253,-43.68059277277447
presynaptic,202.95,-29.129203089841194,-43.663385382280936
presynaptic,202.96,-29.73162046540345,-43.64671797769284
presynaptic,202.97,-30.88366737555684,-43.63057289941631
presynaptic,202.98,-31.875,-43.61493377308707
presynaptic,202.99,-32.42436833872751,-43.59978530043962
presynaptic,203.0,-32.43854478347882,-43.585113077440326
presynaptic,203.01,-32.8125,-43.5709034599215
presynaptic,203.02,-33.34795308984458,-43.557143441807135
presynaptic,203.03,-34.3125,-43.54382056031626
presynaptic,203.04,-34.96875,-43.53092281826386
presynaptic,203.05,-35.34375,-43.51895556668264
presynaptic,203.06,-35.53125,-43.509911850983265
presynaptic,203.07,-35.8119776082511,-43.50506006061693
presynaptic,203.08,-35.89259594698813,-43.504805784482734
presynaptic,203.09,-35.7457969101588,-43.73868341378209
presynaptic,203.1,-35.63787046539804,-44.469998947018
presynaptic,203.11,-35.61108475111774,-45.47083866078528
presynaptic,203.12,-35.83902451841466,-46.56306342290553
presynaptic,203.13,-35.78623667745503,-47.48348352172971
presynaptic,203.14,-35.4375,-48.04759331644774
presynaptic,203.15,-35.464808106025124,-48.380192829674485
presynaptic,203.16,-35.625,-48.56521086163588
presynaptic,203.17,-35.20956023269902,-48.656189236662485
presynaptic,203.18,-34.78125,-48.6871109552532
presynaptic,203.19,-34.6875,-48.67955831065015
presynaptic,203.2,-34.78125,-48.647282877682436
presynaptic,203.21,-34.6875,-48.59909051136703
presynaptic,203.22,-34.51365405301663,-48.540651370371435
presynaptic,203.23,-34.5270469101588,-48.4756390334166
presynaptic,203.24,-34.862129534596555,-48.40645391239452
presynaptic,203.25,-33.97741737555684,-48.33467234931908
presynaptic,203.26,-33.68277451841125,-48.26134252564258
presynaptic,203.27,-33.65625,-48.18716637368212
presynaptic,203.28,-33.75,-48.1126197953926
presynaptic,203.29,-33.87105810603325,-48.03803012865976
presynaptic,203.3,-34.03125,-47.96362574650462
presynaptic,203.31,-33.89706023269902,-47.889568677778506
presynaptic,203.32,-33.46875,-47.81597604327838
presynaptic,203.33,-33.25472548158534,-47.742934176468424
presynaptic,203.34,-32.96060501618254,-47.67050796450582
presynaptic,203.35,-32.43723880412555,-47.59874704471298
presynaptic,203.36,-31.29884594698813,-47.527690040629004
presynaptic,203.37,-30.84375,-47.45736800866247
presynaptic,203.38,-30.65625,-47.387805305626486
presynaptic,203.39,-30.46875,-47.31902095102299
presynaptic,203.4,-30.09375,-47.251031115798476
presynaptic,203.41,-29.731881661272485,-47.18384895681196
presynaptic,203.42,-29.1567723917489,-47.11748288632009
presynaptic,203.43,-28.527308106025124,-47.051942307205174
presynaptic,203.44,-27.804093820317608,-46.9872317859849
presynaptic,203.45,-26.85293976730098,-46.923355196715846
presynaptic,203.46,-25.17883262444316,-46.86031612639519
presynaptic,203.47,-22.79542644475601,-46.79811571565895
presynaptic,203.48,-14.202958468290143,-46.73673651351545
presynaptic,203.49,16.12682837108784,-46.67562217087266
presynaptic,203.5,-16.400764886650833,-46.61393306547293
presynaptic,203.51,-33.427265449205976,-46.55145944009921
presynaptic,203.52,-36.28125,-46.488847506749174
presynaptic,203.53,-36.22741737555684,-46.426663891816276
presynaptic,203.54,-35.63917644476624,-46.36520320763753
presynaptic,203.55,-34.6875,-46.30460491341972
presynaptic,203.56,-33.84375,-46.24492217126935
presynaptic,203.57,-32.91990405301663,-46.18616281174529
presynaptic,203.58,-32.18329691015405,-46.128312379807674
presynaptic,203.59,-31.487129534601962,-46.07134702380919
presynaptic,203.6,-30.61633262444316,-46.01524048165122
presynaptic,203.61,-29.71875,-45.959967525193
presynaptic,203.62,-29.049368338727515,-45.905505074653
presynaptic,203.63,-28.21875,-45.85183263818089
presynaptic,203.64,-27.121058106033253,-45.798933484481786
presynaptic,203.65,-25.84795308984458,-45.7467912823339
presynaptic,203.66,-24.65625,-45.695394376885176
presynaptic,203.67,-23.130247873337673,-45.64472947660512
presynaptic,203.68,-18.564328371097357,-45.59478641377205
presynaptic,203.69,16.44564498381746,-45.54521848851248
presynaptic,203.7,-7.962742494887658,-45.49521222316361
presynaptic,203.71,-31.418075681924627,-45.44439811423525
presynaptic,203.72,-35.71875,-45.39318873968297
presynaptic,203.73,-36.09375,-45.34215088566169
presynaptic,203.74,-35.625,-45.29160249284018
presynaptic,203.75,-34.6875,-45.241708251478926
presynaptic,203.76,-33.44248667746321,-45.1925439350101
presynaptic,203.77,-32.25052239173938,-45.14413538706085
presynaptic,203.78,-31.433558106033253,-45.096481747114396
presynaptic,203.79,-30.777046910158806,-45.049775738336024
presynaptic,203.8,-29.71875,-45.005730224543036
presynaptic,203.81,-28.46008262444316,-44.965834875519974
presynaptic,203.82,-26.785975481585336,-44.9305980851841
presynaptic,203.83,-25.580618338727515,-44.9688651450637
presynaptic,203.84,-24.375,-45.4717315885732
presynaptic,203.85,-22.513654053016626,-46.301092319928635
presynaptic,203.86,-18.04148455077023,-47.2723958214315
presynaptic,203.87,15.454051163495091,-48.21558659024018
presynaptic,203.88,-5.753182262250496,-48.826772903493904
presynaptic,203.89,-30.601372592056258,-49.182519816096374
presynaptic,203.9,-35.54438166127249,-49.376150208015
presynaptic,203.91,-36.0932276082511,-49.46705693449787
presynaptic,203.92,-35.66596215904988,-49.49265116820983
presynaptic,203.93,-35.04989073046626,-49.47652400901978
presynaptic,203.94,-34.21875,-49.43360765046443
presynaptic,203.95,-33.375,-49.37340448617667
presynaptic,203.96,-32.46402451841466,-49.30199783214074
presynaptic,203.97,-31.955618338727515,-49.223310003304846
presynaptic,203.98,-31.40651119587445,-49.139890047007505
presynaptic,203.99,-31.03125,-49.0534109070552
presynaptic,204.0,-30.375,-48.96498142384856
presynaptic,204.01,-29.75918976730098,-48.87534639798166
presynaptic,204.02,-29.02258262444316,-48.78501471514731
presynaptic,204.03,-28.446950963170675,-48.69434010648811
presynaptic,204.04,-27.388131661268396,-48.6035738813588
presynaptic,204.05,-25.969272391739384,-48.512899354089605
presynaptic,204.06,-24.013654053012562,-48.422453962380814
presynaptic,204.07,-21.643640730476413,-48.33234373533681
presynaptic,204.08,-12.78305441515863,-48.24261708687205
presynaptic,204.09,15.711910995545274,-48.15280448179027
presynaptic,204.1,-16.749240368293265,-48.062385090940936
presynaptic,204.11,-33.52127664508994,-47.97131260469643
presynaptic,204.12,-36.46875,-47.88016296673153
presynaptic,204.13,-36.95115405301663,-47.7894157390052
presynaptic,204.14,-36.5895469101588,-47.69933130047844
presynaptic,204.15,-35.94668976730098,-47.61004515712463
presynaptic,204.16,-35.70483475111368,-47.521624446452805
presynaptic,204.17,-35.59847548158875,-47.43409988683231
presynaptic,204.18,-35.51811833872751,-47.34748400486073
presynaptic,204.19,-35.4375,-47.26178107272944
presynaptic,204.2,-35.49028784095012,-47.17699250150913
presynaptic,204.21,-35.4375,-47.09311965158129
presynaptic,204.22,-35.77206023269902,-47.01016393078022
presynaptic,204.23,-35.8125,-46.928127750539
presynaptic,204.24,-36.12027451841466,-46.84701443868085
presynaptic,204.25,-36.09375,-46.76682786180169
presynaptic,204.26,-35.4375,-46.68757210543278
presynaptic,204.27,-34.41990405301187,-46.60925124699244
presynaptic,204.28,-34.59375,-46.53186908442361
presynaptic,204.29,-34.875,-46.455429044876524
presynaptic,204.3,-35.14233475111774,-46.37993400534552
presynaptic,204.31,-35.25,-46.30538620356282
presynaptic,204.32,-35.330618338731604,-46.232290742388564
presynaptic,204.33,-35.34401119586969,-46.16250731665695
presynaptic,204.34,-34.88865405301256,-46.09712441535433
presynaptic,204.35,-35.25,-46.03641572166834
presynaptic,204.36,-35.115810232701726,-45.97973919354622
presynaptic,204.37,-35.11633262444316,-45.92548238955185
presynaptic,204.38,-35.0625,-45.95019366044479
presynaptic,204.39,-34.86186833873227,-46.424063913734656
presynaptic,204.4,-34.59348880413031,-47.20056809841447
presynaptic,204.41,-34.03125,-48.10907891355065
presynaptic,204.42,-32.7457969101588,-48.986098398573006
presynaptic,204.43,-32.47793976730098,-49.544507704134126
presynaptic,204.44,-32.4375,-49.86454920929564
presynaptic,204.45,-32.4375,-50.03386109834595
presynaptic,204.46,-32.4375,-50.10761527515835
presynaptic,204.47,-32.343488804130295,-50.12050573601221
presynaptic,204.48,-32.42384594698337,-50.09441014810757
presynaptic,204.49,-32.0625,-50.04318799096556
presynaptic,204.5,-31.83456023269902,-49.97567041820894
presynaptic,204.51,-31.35241737555684,-49.897521537327215
presynaptic,204.52,-31.03125,-49.81240257946004
presynaptic,204.53,-30.924368338727515,-49.7226974675535
presynaptic,204.54,-31.0307276082511,-49.629977359131686
presynaptic,204.55,-30.66990405301187,-49.53528650209223
presynaptic,204.56,-30.65625,-49.43933079868779
presynaptic,204.57,-30.61581023269902,-49.34259532622945
presynaptic,204.58,-30.28125,-49.245419828592844
presynaptic,204.59,-29.71875,-49.14804830125629
presynaptic,204.6,-29.34375,-49.05066094930011
presynaptic,204.61,-28.50026119586969,-48.95339482136688
presynaptic,204.62,-27.642595946987438,-48.85635738309928
presynaptic,204.63,-26.679093820317608,-48.75963550404336
presynaptic,204.64,-25.35293976730098,-48.66330159730972
presynaptic,204.65,-23.357665248886317,-48.56741792236201
presynaptic,204.66,-16.222406742194714,-48.4720303455069
presynaptic,204.67,16.80934169366136,-48.37673931918785
presynaptic,204.68,-13.401287278475861,-48.28077828805752
presynaptic,204.69,-32.570383787933494,-48.183931251797404
presynaptic,204.7,-36.22715617968239,-48.08680098367006
presynaptic,204.71,-36.080879534596555,-47.98998115033655
presynaptic,204.72,-35.57116737555684,-47.893793120461964
presynaptic,204.73,-34.94222548158875,-47.798403193799246
presynaptic,204.74,-34.21875,-47.70389143982136
presynaptic,204.75,-33.28125,-47.61029261200239
presynaptic,204.76,-31.982404053016626,-47.517618781934004
presynaptic,204.77,-31.08534382031084,-47.42587184087924
presynaptic,204.78,-30.375,-47.33505045004947
presynaptic,204.79,-30.0,-47.245153004248714
presynaptic,204.8,-29.25,-47.15617832292978
presynaptic,204.81,-28.5,-47.06812724176685
presynaptic,204.82,-27.84375,-46.981002815161766
presynaptic,204.83,-27.46875,-46.89480603612336
presynaptic,204.84,-27.054093820317608,-46.80954379249944
presynaptic,204.85,-27.375,-46.72521645075735
presynaptic,204.86,-27.65625,-46.64183223224926
presynaptic,204.87,-27.817225481585336,-46.55939030992656
presynaptic,204.88,-28.325631661272485,-46.477899058898075
presynaptic,204.89,-29.06223880412555,-46.397356307400756
presynaptic,204.9,-29.638654053012562,-46.317768996179076
presynaptic,204.91,-29.410453089841194,-46.239134286203516
presynaptic,204.92,-29.90625,-46.16145662363273
presynaptic,204.93,-30.60241737555684,-46.08473287460063
presynaptic,204.94,-31.3125,-46.00896487382168
presynaptic,204.95,-31.606881661268396,-45.93414887945578
presynaptic,204.96,-31.31276119586969,-45.86028461077705
presynaptic,204.97,-31.419904053016626,-45.78736770096329
presynaptic,204.98,-31.754203089841194,-45.7153957247934
presynaptic,204.99,-31.928310232701723,-45.644364008973824
presynaptic,205.0,-32.00866737555684,-45.57426787940623
presynaptic,205.01,-32.12972548158875,-45.50510223922781
presynaptic,205.02,-31.955618338727515,-45.43686145840534
presynaptic,205.03,-32.155988804130295,-45.36953941446908
presynaptic,205.04,-32.0625,-45.30312958416004
presynaptic,205.05,-31.78125,-45.23762503380133
presynaptic,205.06,-31.54043976730098,-45.17302350787401
presynaptic,205.07,-31.36633262444316,-45.11018876975605
presynaptic,205.08,-31.21875,-45.05114905659808
presynaptic,205.09,-30.950631661272485,-44.996947248029855
presynaptic,205.1,-30.74973880412555,-44.947816526125465
presynaptic,205.11,-30.134712159035608,-45.10188968299318
presynaptic,205.12,-29.83954691015542,-45.7268573847244
presynaptic,205.13,-29.518379534601962,-46.6108823741601
presynaptic,205.14,-27.9375,-47.59231354180399
presynaptic,205.15,-27.0,-48.43441412704259
presynaptic,205.16,-26.41123667745503,-48.9417658813378
presynaptic,205.17,-25.68776119587445,-49.231138137982605
presynaptic,205.18,-24.388654053012562,-49.38187167625526
presynaptic,205.19,-20.612390730476413,-49.444258374070664
presynaptic,205.2,13.913611396194108,-49.449933686114974
presynaptic,205.21,-4.628182262250496,-49.41825071969834
presynaptic,205.22,-28.94039711048798,-49.36160227464666
presynaptic,205.23,-34.794381661268396,-49.288605302119656
presynaptic,205.24,-35.90625,-49.205215335961014
presynaptic,205.25,-35.87894189396675,-49.11522115197131
presynaptic,205.26,-35.39784382031761,-49.02103930977214
