mode,control_gain,n_points,mean_burst_frequency_hz,std_burst_frequency_hz,mean_cycle_excitation,std_cycle_excitation,peak_cycle_excitation,mean_gain_factor,mean_alpha_eff,mean_g_eff
presynaptic,0.3050847457627119,0,0.0,0.0,2.509310783183059e-7,3.467128318431568e-6,0.0001858614014388015,1.004694723447188,0.011051641957919063,0.0010000000000000005
presynaptic,0.4067796610169492,0,0.0,0.0,3.0276461397588095e-7,4.631946677502245e-6,0.00023726275112306752,1.0062595744508416,0.011068855318959252,0.0010000000000000005
presynaptic,0.5084745762711864,0,0.0,0.0,3.782970081241725e-7,6.40375394902157e-6,0.0003147092922833949,1.0078243511756801,0.011086067862932487,0.0010000000000000005
presynaptic,0.6101694915254238,0,0.0,0.0,4.4084630552612744e-7,7.870838416734779e-6,0.0003756210100230349,1.009389106913953,0.011103280176053484,0.0010000000000000005
presynaptic,0.711864406779661,0,0.0,0.0,5.590277928960393e-7,9.884039133818447e-6,0.00045664326606418074,1.0109541544070626,0.011120495698477692,0.0010000000000000005
presynaptic,0.8135593220338984,0,0.0,0.0,6.316404791405818e-7,1.0930545692809211e-5,0.0004834155284131589,1.0125192104326455,0.011137711314759088,0.0010000000000000005
presynaptic,0.9152542372881356,0,0.0,0.0,8.088609612782677e-7,1.3816923200963536e-5,0.0005576378152360662,1.0140837186871694,0.011154920905558863,0.0010000000000000005
presynaptic,1.0169491525423728,0,0.0,0.0,8.988174373122807e-7,1.527212823775024e-5,0.0005919282633262019,1.0156490251894386,0.01117213927708383,0.0010000000000000005
presynaptic,1.11864406779661,0,0.0,0.0,7.882076468374879e-7,1.355339641276191e-5,0.0006152016769617127,1.0172137649117126,0.01118935141402885,0.0010000000000000005
presynaptic,1.2203389830508475,0,0.0,0.0,9.465342832093926e-7,1.591862650270734e-5,0.0006567420613506011,1.0187784581410346,0.011206563039551391,0.0010000000000000005
presynaptic,1.3220338983050848,0,0.0,0.0,1.0364915380986892e-6,1.7097227386408882e-5,0.0006919098820298855,1.020343786961737,0.011223781656579116,0.0010000000000000005
presynaptic,1.423728813559322,0,0.0,0.0,1.1230927008258977e-6,1.8925247426562968e-5,0.0007077492214474781,1.021907852187231,0.011240986374059524,0.0010000000000000005
presynaptic,1.5254237288135593,0,0.0,0.0,1.0894677652461117e-6,1.9679362597505656e-5,0.0007308027495188788,1.0234735125908612,0.011258208638499472,0.0010000000000000005
presynaptic,1.6271186440677967,0,0.0,0.0,1.2463452531837968e-6,2.019433439736191e-5,0.0007500225842587885,1.0250384103878292,0.011275422514266118,0.0010000000000000005
presynaptic,1.728813559322034,0,0.0,0.0,1.3554540446490618e-6,2.1801803055143847e-5,0.0007697170612978931,1.0266030123136696,0.01129263313545037,0.0010000000000000005
presynaptic,1.8305084745762712,0,0.0,0.0,1.4686287311399768e-6,2.2922115207811446e-5,0.0007880905162069432,1.0281680381556932,0.01130984841971262,0.0010000000000000005
presynaptic,1.9322033898305084,0,0.0,0.0,1.6081901512080045e-6,2.3583537273791206e-5,0.0008040099377415113,1.0297326037065861,0.011327058640772436,0.0010000000000000005
presynaptic,2.0338983050847457,0,0.0,0.0,1.2902515737373032e-6,2.1898334939832206e-5,0.0008154607760062389,1.0312973500540559,0.011344270850594605,0.0010000000000000005
presynaptic,2.135593220338983,0,0.0,0.0,1.439611470283921e-6,2.132610117254228e-5,0.0008273078665402555,1.0328628244534404,0.011361491068987845,0.0010000000000000005
presynaptic,2.23728813559322,0,0.0,0.0,1.7272253305611116e-6,2.5458986516602982e-5,0.0008379453982710943,1.0344276114721853,0.01137870372619404,0.0010000000000000005
presynaptic,2.3389830508474576,0,0.0,0.0,1.8076540546617892e-6,2.497878379869033e-5,0.0008473902685238017,1.0359918448528735,0.01139591029338161,0.0010000000000000005
presynaptic,2.440677966101695,0,0.0,0.0,1.9003807610866792e-6,2.6524430741842008e-5,0.0008557134167431856,1.0375577268902687,0.011413134995792957,0.0010000000000000005
presynaptic,2.542372881355932,0,0.0,0.0,2.061518163435639e-6,2.8064105742255092e-5,0.0008636961585959187,1.039122229209616,0.011430344521305782,0.0010000000000000005
presynaptic,2.6440677966101696,0,0.0,0.0,2.1413037997613963e-6,2.9539240953463338e-5,0.0008738688140933529,1.0406872679568449,0.011447559947525282,0.0010000000000000005
presynaptic,2.7457627118644066,0,0.0,0.0,2.1490730055002023e-6,2.8491616072641248e-5,0.0008802078351191313,1.0422515634742564,0.01146476719821682,0.0010000000000000005
presynaptic,2.847457627118644,0,0.0,0.0,2.2928303177837325e-6,3.083710540145319e-5,0.000886207107160291,1.043816133212264,0.011481977465334907,0.0010000000000000005
presynaptic,2.9491525423728815,0,0.0,0.0,2.4569018248256403e-6,3.158448927500061e-5,0.0008923758491653093,1.0453814033818123,0.011499195437199936,0.0010000000000000005
presynaptic,3.0508474576271185,0,0.0,0.0,2.4611888555262355e-6,3.215286293126386e-5,0.0008981373315620058,1.046944236293833,0.011516386599232155,0.0010000000000000005
presynaptic,3.152542372881356,0,0.0,0.0,2.8093245364051515e-6,3.4792339575230106e-5,0.0009024946969437402,1.0485121054454323,0.01153363315989975,0.0010000000000000005
presynaptic,3.2542372881355934,0,0.0,0.0,2.708428278807346e-6,3.358913330524928e-5,0.0009067460470796869,1.050075561328917,0.011550831174618094,0.0010000000000000005
presynaptic,3.3559322033898304,0,0.0,0.0,2.8800943826563645e-6,3.535441709096501e-5,0.0009108280393056394,1.0516417818741657,0.011568059600615828,0.0010000000000000005
presynaptic,3.457627118644068,0,0.0,0.0,2.8732631638237285e-6,3.515739968824612e-5,0.000914704756665333,1.0532061919649351,0.011585268111614283,0.0010000000000000005
