mode,time_s,V0,V1
presynaptic,0.0,-39.75,-44.99341128252979
presynaptic,0.01,-40.017857112484066,-44.88493841704744
presynaptic,0.02,-40.19196425055804,-44.7784254009218
presynaptic,0.03,-40.928571393415176,-44.67391296096474
presynaptic,0.04,-41.30357146372768,-44.57142299855142
presynaptic,0.05,-41.65178567912947,-44.470963146062196
presynaptic,0.06,-42.013392821986606,-44.372530305218724
presynaptic,0.07,-42.18750003515625,-44.2761130302494
presynaptic,0.08,-42.29464289229911,-44.18169335550886
presynaptic,0.09,-42.30803574944196,-44.08924874099966
presynaptic,0.1,-41.75892860658482,-43.99875259153623
presynaptic,0.11,-41.30357146372768,-43.910174638959006
presynaptic,0.12,-41.37053567912946,-43.82348216245077
presynaptic,0.13,-41.53125,-43.738642478485446
presynaptic,0.14,-41.71875003515625,-43.655618244722426
presynaptic,0.15,-41.79910710770089,-43.57437334619135
presynaptic,0.16,-41.83928574944196,-43.49487060837194
presynaptic,0.17,-41.58482139341518,-43.41706956042103
presynaptic,0.18,-41.75892853627232,-43.340934276935634
presynaptic,0.19,-41.22321432087053,-43.26642182853807
presynaptic,0.2,-41.25,-43.19349673033381
presynaptic,0.21,-40.968750035156255,-43.122115128333355
presynaptic,0.22,-41.07589289229911,-43.05224176352523
presynaptic,0.23,-41.4375,-42.98383279472528
presynaptic,0.24,-41.665178606584824,-42.91685280046495
presynaptic,0.25,-41.90625,-42.851259273185555
presynaptic,0.26,-42.09375,-42.7870152600711
presynaptic,0.27,-42.013392821986606,-42.72408197733447
presynaptic,0.28,-42.1875,-42.662419229789414
presynaptic,0.29,-42.28125,-42.60199257179367
presynaptic,0.3,-42.16071425055804,-42.54275981064628
presynaptic,0.31,-42.14732139341518,-42.48468788627183
presynaptic,0.32,-41.85267853627232,-42.427737130811046
presynaptic,0.33,-41.852678641741065,-42.371871440372296
presynaptic,0.34,-41.638392821986606,-42.31705718169517
presynaptic,0.35,-41.53125,-42.26325480915495
presynaptic,0.36,-41.07589289229911,-42.210432217028064
presynaptic,0.37,-40.96875,-42.15855366221163
presynaptic,0.38,-40.767857213169634,-42.10758324403759
presynaptic,0.39,-40.44642853627232,-42.0574897825373
presynaptic,0.4,-40.3125,-42.0082370440345
presynaptic,0.41,-39.4821428219866,-41.95979229511534
presynaptic,0.42,-39.3750000703125,-41.91212431561724
presynaptic,0.43,-39.84375,-41.86519798043428
presynaptic,0.44,-40.05803574944196,-41.81898210710549
presynaptic,0.45,-39.0,-41.77344560738797
presynaptic,0.46,-38.94642853627232,-41.72855474140913
presynaptic,0.47,-39.13392864174108,-41.684279006712956
presynaptic,0.48,-39.267857178013394,-41.64058757068938
presynaptic,0.49,-39.28125,-41.59744778284275
presynaptic,0.5,-39.36160710770088,-41.554829279765485
presynaptic,0.51,-39.294642751674075,-41.51270139519101
presynaptic,0.52,-39.013392786830345,-41.47103208130542
presynaptic,0.53,-39.1875,-41.429790643203035
presynaptic,0.54,-39.1875,-41.388946239729435
presynaptic,0.55,-39.2008928219866,-41.34846686497248
presynaptic,0.56,-39.09375,-41.30832094882069
presynaptic,0.57,-39.01339289229912,-41.26847689490064
presynaptic,0.58,-39.0,-41.228902059820996
presynaptic,0.59,-38.86607139341516,-41.18956330187231
presynaptic,0.6,-38.6651785362723,-41.15042747096138
presynaptic,0.61,-38.46428567912945,-41.11146034217395
presynaptic,0.62,-38.625,-41.07262629029979
presynaptic,0.63,-38.812500035156255,-41.03388960509649
presynaptic,0.64,-39.28125,-40.9952130516853
presynaptic,0.65,-39.50892850111605,-40.95655732304242
presynaptic,0.66,-39.334821393415176,-40.91788283222474
presynaptic,0.67,-39.13392853627232,-40.87914716272204
presynaptic,0.68,-39.1875,-40.84030592068399
presynaptic,0.69,-39.1875,-40.80131306995137
presynaptic,0.7,-38.062499929687455,-40.7621188387117
presynaptic,0.71,-37.848214215401754,-40.72267115839046
presynaptic,0.72,-37.90178574944198,-40.682913781035815
presynaptic,0.73,-38.383928606584824,-40.642786572406415
presynaptic,0.74,-38.73214292745539,-40.60222467444904
presynaptic,0.75,-39.0,-40.561157591616215
presynaptic,0.76,-39.2008928219866,-40.51950857895281
presynaptic,0.77,-39.28125,-40.477193529585726
presynaptic,0.78,-39.3616071077009,-40.434119759351915
presynaptic,0.79,-39.53571425055802,-40.39018461752905
presynaptic,0.8,-39.84375,-40.34527373698258
presynaptic,0.81,-40.27232146372768,-40.29925895856115
presynaptic,0.82,-40.56696432087055,-40.53106607116315
presynaptic,0.83,-40.9553571780134,-41.39905701176403
presynaptic,0.84,-41.250000070312545,-42.656109421603354
presynaptic,0.85,-41.53125,-44.0321265066718
presynaptic,0.86,-40.6875,-45.104503582250715
presynaptic,0.87,-40.928571393415176,-45.76629616275869
presynaptic,0.88,-41.53125,-46.15408030424227
presynaptic,0.89,-41.78571432087055,-46.3638221972484
presynaptic,0.9,-42.1071428219866,-46.45873853277471
presynaptic,0.91,-42.46875,-46.478520758092955
presynaptic,0.92,-42.5758928922991,-46.44882394460874
presynaptic,0.93,-42.65625,-46.38653995112338
presynaptic,0.94,-42.616071393415154,-46.30285870244721
presynaptic,0.95,-42.64285707254461,-46.20524787671476
presynaptic,0.96,-42.65625,-46.098730886351916
presynaptic,0.97,-42.4821428219866,-45.986714355109164
presynaptic,0.98,-42.56250003515627,-45.87152729965605
presynaptic,0.99,-42.83035710770088,-45.754773796577716
presynaptic,1.0,-42.65625,-45.63756621146487
presynaptic,1.01,-42.52232808984375,-45.52068127698159
presynaptic,1.02,-42.28125,-45.40466255550178
presynaptic,1.03,-42.28125,-45.289892242239425
presynaptic,1.04,-42.267850481584816,-45.176638728416854
presynaptic,1.05,-42.09375,-45.0650891285792
presynaptic,1.06,-42.09375,-44.95537267352798
presynaptic,1.07,-42.080337159040184,-44.847576550195875
presynaptic,1.08,-42.24107808984375,-44.741757107078804
presynaptic,1.09,-42.4285647672991,-44.63794786123254
presynaptic,1.1,-42.2410847511161,-44.53616523189193
presynaptic,1.11,-42.29464951841519,-44.43641265340224
presynaptic,1.12,-42.093743338727684,-44.338683980959686
presynaptic,1.13,-42.01338619587056,-44.24296566041398
presynaptic,1.14,-41.34375,-44.14923782671987
presynaptic,1.15,-41.10267191015627,-44.05747549679604
presynaptic,1.16,-41.02231476729914,-43.96765135785207
presynaptic,1.17,-40.96875,-43.87973524659075
presynaptic,1.18,-41.0625,-43.793692410570394
presynaptic,1.19,-41.156243338727684,-43.70948986031225
presynaptic,1.2,-40.96875,-43.62709088537292
presynaptic,1.21,-40.84822094698658,-43.546456989751455
presynaptic,1.22,-40.83482808984373,-43.46755282657292
presynaptic,1.23,-40.78125,-43.390336250895466
presynaptic,1.24,-40.91516524888395,-43.314772185064456
presynaptic,1.25,-40.513399518415184,-43.240816890424924
presynaptic,1.26,-40.406243338727684,-43.16843538715576
presynaptic,1.27,-40.48661380412945,-43.09758336541231
presynaptic,1.28,-40.62052905301339,-43.02822592507287
presynaptic,1.29,-40.92857808984375,-42.960319042498135
presynaptic,1.3,-41.0625,-42.89382738056147
presynaptic,1.31,-40.995542375558024,-42.828708773178356
presynaptic,1.32,-40.96875,-42.76492576855828
presynaptic,1.33,-41.25,-42.70244061123952
presynaptic,1.34,-41.25,-42.641212263468255
presynaptic,1.35,-41.223220946986615,-42.58120703295748
presynaptic,1.36,-41.10267191015625,-42.522382700434605
presynaptic,1.37,-40.9151852327009,-42.46470581864738
presynaptic,1.38,-41.03570762444199,-42.40813814210517
presynaptic,1.39,-40.95535048158485,-42.35264228870775
presynaptic,1.4,-40.875,-42.29818560578072
presynaptic,1.41,-40.13838619587056,-42.244728637325565
presynaptic,1.42,-39.42855810602684,-42.19223862825482
presynaptic,1.43,-39.46875,-42.1406814218936
presynaptic,1.44,-39.42856476729912,-42.09002006234121
presynaptic,1.45,-39.066957624441976,-42.04022352922951
presynaptic,1.46,-38.625,-41.991256787969114
presynaptic,1.47,-38.156256661272316,-41.94308602105981
presynaptic,1.48,-37.995522391741105,-41.895680552287615
presynaptic,1.49,-37.52677905301339,-41.84900584486817
presynaptic,1.5,-37.55357808984373,-41.803029986058505
presynaptic,1.51,-37.5,-41.75772246551064
presynaptic,1.52,-37.526792375558024,-41.71304979518476
presynaptic,1.53,-37.96875,-41.66898096734344
presynaptic,1.54,-38.625,-41.62548562333309
presynaptic,1.55,-39.0,-41.582531235886904
presynaptic,1.56,-39.53572094698661,-41.540087053035684
presynaptic,1.57,-39.8303438203125,-41.49812269462488
presynaptic,1.58,-40.0848147672991,-41.456606224664135
presynaptic,1.59,-40.59375,-41.41550660186179
presynaptic,1.6,-41.075899518415184,-41.37479304484581
presynaptic,1.61,-41.812493338727684,-41.33443367794483
presynaptic,1.62,-41.97322760825896,-41.29439658618483
presynaptic,1.63,-42.44197094698658,-41.25464999738497
presynaptic,1.64,-42.79017191015627,-41.215161378177065
presynaptic,1.65,-42.73662046540172,-41.175897221524366
presynaptic,1.66,-43.03125,-41.13682397059896
presynaptic,1.67,-42.76339951841515,-41.09790742270318
presynaptic,1.68,-42.656256661272316,-41.05911151469553
presynaptic,1.69,-42.9375,-41.02039991142466
presynaptic,1.7,-43.44644189397316,-40.9817352675797
presynaptic,1.71,-43.35267191015627,-40.9430776139843
presynaptic,1.72,-42.65625,-40.90438658096463
presynaptic,1.73,-42.776792375558024,-40.865619388742644
presynaptic,1.74,-43.017850481584816,-40.82673058884542
presynaptic,1.75,-43.03125,-40.78767335008158
presynaptic,1.76,-43.21875,-40.748396824864095
presynaptic,1.77,-43.15177905301339,-40.70884774809844
presynaptic,1.78,-43.36607808984375,-40.668968497423954
presynaptic,1.79,-43.23212953459821,-40.62869735611444
presynaptic,1.8,-43.245542375558024,-40.58796761391694
presynaptic,1.81,-43.205350481584816,-40.546706709978395
presynaptic,1.82,-43.031256661272316,-40.50483544627925
presynaptic,1.83,-43.044636195870524,-40.46226686358236
presynaptic,1.84,-42.9375,-40.418904986283366
presynaptic,1.85,-42.9375,-40.37464328982876
presynaptic,1.86,-42.8973147672991,-40.32936285755835
presynaptic,1.87,-42.5625,-40.300129760697864
presynaptic,1.88,-42.5625,-40.771758865406134
presynaptic,1.89,-42.562486677455446,-41.80792791943828
presynaptic,1.9,-42.375,-43.13414071639617
presynaptic,1.91,-42.30802905301342,-44.46276725428076
presynaptic,1.92,-42.41517191015627,-45.373980724006756
presynaptic,1.93,-42.41518523270088,-45.92689942497802
presynaptic,1.94,-42.5625,-46.243593694613075
presynaptic,1.95,-42.48214951841515,-46.40753713696255
presynaptic,1.96,-42.37501332254463,-46.47262773037364
presynaptic,1.97,-42.375,-46.472774555655825
presynaptic,1.98,-42.28125,-46.43014192272799
presynaptic,1.99,-42.41517191015627,-46.3593512150763
presynaptic,2.0,-42.241064767299086,-46.270112240222105
presynaptic,2.01,-42.0,-46.1689226524488
presynaptic,2.02,-41.73214951841522,-46.06016581906391
presynaptic,2.03,-41.90625,-45.94682258967347
presynaptic,2.04,-41.73213619587052,-45.83093639243585
presynaptic,2.05,-41.651779053013385,-45.713917935897605
presynaptic,2.06,-41.47767191015621,-45.59674856047364
presynaptic,2.07,-40.84819430189736,-45.480113162976956
presynaptic,2.08,-39.5625,-45.36449305956403
presynaptic,2.09,-39.375,-45.2502258719479
presynaptic,2.1,-39.18750666127235,-45.137548387778565
presynaptic,2.11,-38.91963619587052,-45.02662555411612
presynaptic,2.12,-38.625,-44.917570430909386
presynaptic,2.13,-38.53125,-44.810458331019795
presynaptic,2.14,-38.678564767299044,-44.7053368486679
presynaptic,2.15,-38.8125,-44.60223300712937
presynaptic,2.16,-39.1875,-44.501158385318504
presynaptic,2.17,-39.37500666127235,-44.402112809302615
presynaptic,2.18,-39.57588619587045,-44.3050869974762
presynaptic,2.19,-39.70980810602677,-44.21006460554297
presynaptic,2.2,-39.897328089843825,-44.11702495140996
presynaptic,2.21,-39.883935232700914,-44.02594226506052
presynaptic,2.22,-39.68304237555809,-43.93678648231619
presynaptic,2.23,-39.84375,-43.84952713643016
presynaptic,2.24,-39.9374866774553,-43.76413073423173
presynaptic,2.25,-39.84375,-43.68056004662126
presynaptic,2.26,-39.65625,-43.59878145175255
presynaptic,2.27,-39.84375,-43.51875440870883
presynaptic,2.28,-40.03125,-43.44044331113366
presynaptic,2.29,-40.21875,-43.3638072599772
presynaptic,2.3,-40.232149518415156,-43.288808501065695
presynaptic,2.31,-40.6875,-43.21540645235153
presynaptic,2.32,-40.941977608258966,-43.143562628670665
presynaptic,2.33,-41.53125,-43.07323598361869
presynaptic,2.34,-41.71875,-43.00438904428431
presynaptic,2.35,-41.209814767299044,-42.93697943108401
presynaptic,2.36,-40.96875,-42.8709717323674
presynaptic,2.37,-41.0625,-42.806322313043296
presynaptic,2.38,-41.62500666127235,-42.74299733170811
presynaptic,2.39,-42.20088619587052,-42.6809536433632
presynaptic,2.4,-42.75,-42.6201565518169
presynaptic,2.41,-42.897328089843825,-42.560567018749424
presynaptic,2.42,-43.32587953459817,-42.5021464995876
presynaptic,2.43,-43.084834751116176,-42.444861387622375
presynaptic,2.44,-43.23214951841522,-42.38867070117718
presynaptic,2.45,-43.50000666127235,-42.33354164025432
presynaptic,2.46,-43.41963619587052,-42.2794374058395
presynaptic,2.47,-43.28572094698669,-42.226321133144296
presynaptic,2.48,-43.21875,-42.17416108205301
presynaptic,2.49,-43.03125,-42.12291944118009
presynaptic,2.5,-43.03125,-42.07256329946667
presynaptic,2.51,-43.03125,-42.02306040880067
presynaptic,2.52,-42.84375,-41.974374435853704
presynaptic,2.53,-42.9375,-41.92647426805314
presynaptic,2.54,-43.058029053013385,-41.87932750001919
presynaptic,2.55,-42.28125,-41.83289976208838
presynaptic,2.56,-41.383935232700956,-41.787160697269535
presynaptic,2.57,-41.29016524888393,-41.742078177524554
presynaptic,2.58,-41.34375,-41.69761938261344
presynaptic,2.59,-41.34375,-41.65375420987808
presynaptic,2.6,-41.879477608258966,-41.61045102690406
presynaptic,2.61,-42.066970946986615,-41.567677896856324
presynaptic,2.62,-42.22767191015621,-41.525404633887725
presynaptic,2.63,-42.33481476729912,-41.483600001533475
presynaptic,2.64,-42.1875,-41.44223229832875
presynaptic,2.65,-42.01339951841522,-41.40127086846921
presynaptic,2.66,-42.0,-41.3606844629238
presynaptic,2.67,-41.98661380412948,-41.32044100777192
presynaptic,2.68,-42.16072094698667,-41.28050883737631
presynaptic,2.69,-42.14732808984375,-41.240856015106424
presynaptic,2.7,-42.040185232700956,-41.2014494107622
presynaptic,2.71,-41.946415248883824,-41.16225561015899
presynaptic,2.72,-41.625,-41.12324107831544
presynaptic,2.73,-41.625,-41.084370663184274
presynaptic,2.74,-41.71875,-41.04560824517711
presynaptic,2.75,-41.53125,-41.00691752797154
presynaptic,2.76,-41.19642191015625,-40.968259830373185
presynaptic,2.77,-40.98212953459817,-40.929595156263346
presynaptic,2.78,-40.90179237555801,-40.89088273213218
presynaptic,2.79,-41.14285048158478,-40.85207825066381
presynaptic,2.8,-41.0625,-40.81313634713856
presynaptic,2.81,-40.5,-40.77400848478138
presynaptic,2.82,-40.245529053013385,-40.73464329646645
presynaptic,2.83,-40.35267191015621,-40.694985764792484
presynaptic,2.84,-40.419629534598236,-40.65497720796825
presynaptic,2.85,-40.5,-40.61455409437254
presynaptic,2.86,-40.5,-40.573647722743715
presynaptic,2.87,-40.21875666127235,-40.53218341174857
presynaptic,2.88,-40.339272391741034,-40.490079364127915
presynaptic,2.89,-40.40625,-40.447245637150665
presynaptic,2.9,-40.3125,-40.4035827681166
presynaptic,2.91,-40.125,-40.35898013615764
presynaptic,2.92,-40.0446228733259,-40.31331400272229
presynaptic,2.93,-39.84375,-40.38611132656804
presynaptic,2.94,-39.65625,-41.08202206412159
presynaptic,2.95,-39.54911380412955,-42.25170357236991
presynaptic,2.96,-39.28125,-43.61662356805911
presynaptic,2.97,-39.46875,-44.83051971282846
presynaptic,2.98,-39.75,-45.600300918104594
presynaptic,2.99,-39.9375,-46.059150132180754
presynaptic,3.0,-40.125,-46.31480412527817
presynaptic,3.01,-40.21875,-46.439416684196
presynaptic,3.02,-40.058022391741034,-46.478730042036446
presynaptic,3.03,-40.08480810602677,-46.46189972950444
presynaptic,3.04,-40.07142191015621,-46.408085221800704
presynaptic,3.05,-39.97768523270088,-46.32995292659349
presynaptic,3.06,-39.91070762444191,-46.23593625176378
presynaptic,3.07,-39.763399518415156,-46.13169427705441
presynaptic,3.08,-39.93749333872765,-46.02105570944171
presynaptic,3.09,-39.66963619587052,-45.90663129073682
presynaptic,3.1,-38.584808106026664,-45.79021535143404
presynaptic,3.11,-38.39732808984375,-45.673050399467684
presynaptic,3.12,-38.4375,-45.55600106829678
presynaptic,3.13,-38.75891524888393,-45.4396734672946
presynaptic,3.14,-38.89285048158478,-45.324492369221865
presynaptic,3.15,-38.8125133225447,-45.210756496522976
presynaptic,3.16,-38.90625,-45.09867497205551
presynaptic,3.17,-38.933029053013385,-44.98839262062463
presynaptic,3.18,-39.09375,-44.88000788899057
presynaptic,3.19,-39.133935232700914,-44.773585476370805
presynaptic,3.2,-39.09375,-44.66916509921177
presynaptic,3.21,-39.08035048158478,-44.566767825027576
presynaptic,3.22,-38.71875,-44.46640085440116
presynaptic,3.23,-38.98661380412948,-44.36806073515384
presynaptic,3.24,-39.17408715903993,-44.27173571288666
presynaptic,3.25,-39.65625,-44.177407427832556
presynaptic,3.26,-39.9375,-44.08505243916002
presynaptic,3.27,-40.09820762444191,-43.994645003221535
presynaptic,3.28,-39.924100481584844,-43.906154603525444
presynaptic,3.29,-40.03124333872765,-43.81954770799692
presynaptic,3.3,-40.3125,-43.73479230040858
presynaptic,3.31,-40.78125,-43.65185053375906
presynaptic,3.32,-41.15625,-43.57068650489251
presynaptic,3.33,-41.625,-43.49126274757818
presynaptic,3.34,-41.90625,-43.41353907482532
presynaptic,3.35,-42.09375,-43.33747920190062
presynaptic,3.36,-42.09375666127235,-43.26304052348364
presynaptic,3.37,-42.10713619587052,-43.190187155994785
presynaptic,3.38,-42.308029053013385,-43.118875771787074
presynaptic,3.39,-42.321421910156175,-43.04907030971149
presynaptic,3.4,-42.5625,-42.98072814380437
presynaptic,3.41,-42.34820762444191,-42.913812038701394
presynaptic,3.42,-42.26785048158478,-42.84828207347216
presynaptic,3.43,-42.1875133225447,-42.78409831953176
presynaptic,3.44,-42.45536380412948,-42.72122495865937
presynaptic,3.45,-42.62947094698667,-42.65961942982384
presynaptic,3.46,-42.65625,-42.599248462333
presynaptic,3.47,-42.602685232700956,-42.540070062728184
presynaptic,3.48,-42.58929237555809,-42.48204954442622
presynaptic,3.49,-42.62945096316954,-42.42515032027385
presynaptic,3.5,-42.65625,-42.36933327407983
presynaptic,3.51,-42.5625,-42.31456624003376
presynaptic,3.52,-42.65625,-42.2608099662861
presynaptic,3.53,-42.41517191015625,-42.208030720454616
presynaptic,3.54,-41.209814767299044,-42.156195209922714
presynaptic,3.55,-40.67412712667404,-42.10526575264254
presynaptic,3.56,-40.86160048158478,-42.05521099350648
presynaptic,3.57,-40.96875,-42.00599674595555
presynaptic,3.58,-41.25,-41.95758815390807
presynaptic,3.59,-41.276779053013385,-41.90995464768466
presynaptic,3.6,-40.74107808984379,-41.86306206152741
presynaptic,3.61,-40.74106476729912,-41.816877808004755
presynaptic,3.62,-40.66070762444191,-41.771371527309874
presynaptic,3.63,-40.67410048158478,-41.726509868274384
presynaptic,3.64,-40.6874866774553,-41.68226140636409
presynaptic,3.65,-40.67411380412948,-41.638595913303746
presynaptic,3.66,-40.66072094698667,-41.59548093174111
presynaptic,3.67,-40.74107808984375,-41.55288546413921
presynaptic,3.68,-40.88837953459809,-41.510779231056304
presynaptic,3.69,-40.25891524888393,-41.46913038556019
presynaptic,3.7,-40.13839951841522,-41.42790777306142
presynaptic,3.71,-40.125,-41.38708069741997
presynaptic,3.72,-40.04463619587045,-41.34661742889069
presynaptic,3.73,-40.058029053013385,-41.30648606716364
presynaptic,3.74,-40.125,-41.2666549360708
presynaptic,3.75,-40.071435232700914,-41.22709172254291
presynaptic,3.76,-40.19195762444199,-41.187763080353406
presynaptic,3.77,-40.11160048158478,-41.14863558815512
presynaptic,3.78,-39.93750666127235,-41.10967536979535
presynaptic,3.79,-39.9375,-41.070846688836305
presynaptic,3.8,-39.776779053013385,-41.03211341012275
presynaptic,3.81,-39.99107808984379,-40.99343871787923
presynaptic,3.82,-39.75,-40.9547831110623
presynaptic,3.83,-39.75,-40.916106554040255
presynaptic,3.84,-39.549100481584844,-40.877367144763824
presynaptic,3.85,-39.46875666127235,-40.83851992751485
presynaptic,3.86,-39.65625,-40.7995189301472
presynaptic,3.87,-39.84375,-40.76031420963863
presynaptic,3.88,-40.125,-40.72085358268387
presynaptic,3.89,-40.366064767299044,-40.68108053429887
presynaptic,3.9,-40.6875,-40.64093483203756
presynaptic,3.91,-40.875,-40.60035133218373
presynaptic,3.92,-41.0625,-40.55925925013369
presynaptic,3.93,-41.26338619587045,-40.51758155091187
presynaptic,3.94,-41.53125,-40.47523375798009
presynaptic,3.95,-41.665171910156175,-40.43212276612254
presynaptic,3.96,-41.758935232700914,-40.388145423250144
presynaptic,3.97,-41.69195762444191,-40.34318677809121
presynaptic,3.98,-41.61160048158478,-40.29711798124778
presynaptic,3.99,-41.71875,-40.55839996986511
presynaptic,4.0,-41.70536380412948,-41.450427572788094
presynaptic,4.01,-41.53125,-42.718455546054074
presynaptic,4.02,-41.34375,-44.092657178578094
presynaptic,4.03,-41.4375,-45.142658523458735
presynaptic,4.04,-41.31695762444199,-45.789212403421224
presynaptic,4.05,-41.25,-46.16701461933793
presynaptic,4.06,-40.87499333872772,-46.37031985718972
presynaptic,4.07,-40.51338619587052,-46.46105792961378
presynaptic,4.08,-39.308029053013456,-46.478089936500204
presynaptic,4.09,-39.14732808984368,-46.44658118893204
presynaptic,4.1,-39.05356476729919,-46.38310500593948
presynaptic,4.11,-39.12054237555801,-46.298643715634796
presynaptic,4.12,-39.375,-46.20052912867328
presynaptic,4.13,-39.28125,-46.093694991913594
presynaptic,4.14,-39.642863804129334,-45.98148857475034
presynaptic,4.15,-40.03125,-45.866198880767406
presynaptic,4.16,-40.64732808984375,-45.749403194015926
presynaptic,4.17,-41.02231476729919,-45.632195398666944
presynaptic,4.18,-41.53125,-45.51533968512965
presynaptic,4.19,-41.71875,-45.39937076403834
presynaptic,4.2,-41.90625666127228,-45.28466482959502
presynaptic,4.21,-42.160727608258924,-45.17148582582998
presynaptic,4.22,-42.09375,-45.0600177639105
presynaptic,4.23,-42.375,-44.95038767365761
presynaptic,4.24,-42.46875,-44.84268111141854
presynaptic,4.25,-42.46875,-44.736953222547804
presynaptic,4.26,-42.36160048158493,-44.63323663222236
presynaptic,4.27,-42.28125,-44.53154709654309
presynaptic,4.28,-42.308022391741034,-44.43188755755079
presynaptic,4.29,-42.28125,-44.334251310967105
presynaptic,4.3,-42.14732808984368,-44.23862464445129
presynaptic,4.31,-42.080370465401614,-44.14498751775651
presynaptic,4.32,-41.87945762444199,-44.05331482065573
presynaptic,4.33,-41.0625,-43.963578642774586
presynaptic,4.34,-40.96875,-43.87574918977483
presynaptic,4.35,-41.0625,-43.789791616719576
presynaptic,4.36,-41.4375,-43.70567233468486
presynaptic,4.37,-41.57142191015625,-43.62335531542043
presynaptic,4.38,-41.77231476729919,-43.54280133262565
presynaptic,4.39,-41.87945762444209,-43.46397554278566
presynaptic,4.4,-41.83929903683044,-43.386835443295844
presynaptic,4.41,-41.81250666127228,-43.311346103750196
presynaptic,4.42,-41.55802239174133,-43.23746371281307
presynaptic,4.43,-41.651779053013456,-43.16515331145698
presynaptic,4.44,-41.625,-43.094370529283594
presynaptic,4.45,-41.51787046540174,-43.025080630789375
presynaptic,4.46,-41.37054237555801,-42.95723928182751
presynaptic,4.47,-41.57140192633972,-42.89081169469135
presynaptic,4.48,-41.25000666127228,-42.825754909063846
presynaptic,4.49,-41.25,-42.76203251678964
presynaptic,4.5,-41.0625,-42.69960559196336
presynaptic,4.51,-40.875,-42.63843415020452
presynaptic,4.52,-40.78125,-42.57848395625826
presynaptic,4.53,-40.5,-42.51971288418658
presynaptic,4.54,-40.5,-42.46208793615012
presynaptic,4.55,-39.37499333872772,-42.40556995643431
presynaptic,4.56,-38.625,-42.350122536990355
presynaptic,4.57,-38.4375,-42.29571254706245
presynaptic,4.58,-38.66517191015625,-42.24230053884102
presynaptic,4.59,-39.013379534598386,-42.18985421446646
presynaptic,4.6,-39.1875,-42.138338725926374
presynaptic,4.61,-39.10714951841522,-42.08771768373253
presynaptic,4.62,-39.281236677455446,-42.03796010522717
presynaptic,4.63,-39.30802239174133,-41.98903043179212
presynaptic,4.64,-39.375,-41.94089544181193
presynaptic,4.65,-39.375,-41.893524292973964
presynaptic,4.66,-39.32143523270087,-41.84688222434121
presynaptic,4.67,-39.16070762444199,-41.80093770186169
presynaptic,4.68,-39.09375,-41.75566004063595
presynaptic,4.69,-39.09375,-41.71101566794475
presynaptic,4.7,-38.82588619587052,-41.66697381943045
presynaptic,4.71,-38.53125,-41.62350399603373
presynaptic,4.72,-38.2901719101564,-41.58057362566104
presynaptic,4.73,-38.303564767299044,-41.53815211694849
presynaptic,4.74,-38.50445762444199,-41.49620900052002
presynaptic,4.75,-38.45089951841509,-41.45471228441211
presynaptic,4.76,-38.62500666127228,-41.413631032681
presynaptic,4.77,-38.732136195870666,-41.372934425984916
presynaptic,4.78,-38.745529053013456,-41.33259050485387
presynaptic,4.79,-38.8125,-41.292567412512
presynaptic,4.8,-38.66518523270081,-41.252833380767036
presynaptic,4.81,-39.09375,-41.21335576720686
presynaptic,4.82,-39.48214951841522,-41.17410107304938
presynaptic,4.83,-39.75,-41.135035775182665
presynaptic,4.84,-39.30802239174133,-41.096125536527346
presynaptic,4.85,-39.28125,-41.057334257710856
presynaptic,4.86,-39.24107808984375,-41.0186256536607
presynaptic,4.87,-39.46875,-40.979962189367114
presynaptic,4.88,-39.5625,-40.94130385885904
presynaptic,4.89,-39.5625,-40.90261031212456
presynaptic,4.9,-39.56250666127228,-40.86383850486474
presynaptic,4.91,-39.46875,-40.824943024185394
presynaptic,4.92,-39.495529053013456,-40.78587683585458
presynaptic,4.93,-39.46875,-40.74658899776409
presynaptic,4.94,-39.321435232700956,-40.70702603217321
presynaptic,4.95,-38.93304237555801,-40.667130188963675
presynaptic,4.96,-38.625,-40.62683949773244
presynaptic,4.97,-38.624986677455446,-40.58608699851631
presynaptic,4.98,-38.4375,-40.54479986904608
presynaptic,4.99,-38.316970946986544,-40.50289856967285
presynaptic,5.0,-38.20982808984375,-40.460295750910944
presynaptic,5.01,-38.10268523270081,-40.416894996944805
presynaptic,5.02,-37.96875,-40.37258925472129
presynaptic,5.03,-38.34375,-40.327258988622816
presynaptic,5.04,-38.71875,-40.30626525676676
presynaptic,5.05,-38.8125,-40.80883792609451
presynaptic,5.06,-38.691970946986544,-41.864588849915364
presynaptic,5.07,-38.66517191015625,-43.197546874031254
presynaptic,5.08,-38.94643523270081,-44.514587440139515
presynaptic,5.09,-38.97320762444199,-45.40609369374587
presynaptic,5.1,-38.79910048158493,-45.94582916603451
presynaptic,5.11,-38.71874333872772,-46.253949044689506
presynaptic,5.12,-38.4375,-46.41237152546556
presynaptic,5.13,-38.183029053013456,-46.47385200963881
presynaptic,5.14,-38.0625,-46.4716215369546
presynaptic,5.15,-38.008935232700956,-46.42742288603951
presynaptic,5.16,-37.78125,-46.35560316433347
presynaptic,5.17,-37.48660048158493,-46.26569333805207
presynaptic,5.18,-37.12500666127228,-46.16407359203374
presynaptic,5.19,-36.83036380412948,-46.0550497033087
presynaptic,5.2,-36.535720946986544,-45.94155086240389
presynaptic,5.21,-36.14732808984375,-45.8255857598347
