mode,control_gain,burst_time_s,burst_frequency_hz,mean_effective_excitation,peak_effective_excitation,mean_gain_factor,alpha_eff,g_eff
presynaptic,5.898305084745763,27.94303356297525,0.18658898235474364,0.00021843699914563973,0.0008942497155977822,6.407905646845855,0.0704869621153044,0.0010000000000000007
presynaptic,5.898305084745763,33.302406808812435,0.1676138980171948,0.00027354626776499995,0.0009213135233408523,6.372845993488354,0.07010130592837188,0.0010000000000000007
presynaptic,5.898305084745763,39.268499190348805,0.1717252967877462,0.00027587092312381914,0.0009224589310692704,6.3341093622566245,0.06967520298482287,0.0010000000000000007
presynaptic,5.898305084745763,45.0917530656122,0.1639635373283926,0.00026763196542064826,0.0009272635052698467,6.292343359969602,0.06921577695966563,0.0010000000000000009
presynaptic,5.898305084745763,51.19067003394499,0.17482695190272585,0.0001949929922213395,0.0008591094738418896,6.246560087329472,0.06871216096062419,0.0010000000000000007
presynaptic,5.898305084745763,56.91061189140186,0.15987686247249097,0.00025351668529852736,0.0009040348633176288,6.19780636586161,0.06817587002447771,0.0010000000000000009
presynaptic,5.898305084745763,63.16542565578921,0.15565777393769195,0.00023469323067620767,0.000929860433519525,6.140397725847279,0.06754437498432009,0.0010000000000000007
presynaptic,5.898305084745763,69.58977552732398,0.16646084926877294,0.00017292624978632208,0.0008157862541292221,6.079298397364888,0.06687228237101378,0.0010000000000000007
presynaptic,5.898305084745763,75.59719411489449,0.15999261953400187,0.00015393667960576023,0.0007575201229406365,6.011969565311035,0.06613166521842138,0.0010000000000000007
presynaptic,5.898305084745763,81.84748242764681,0.13964023368419376,0.0002488836864733137,0.000916139567538101,5.933717373506406,0.06527089110857047,0.0010000000000000007
presynaptic,6.0,27.872346201292174,0.16640961222021872,0.000279260005070814,0.000925156441763936,6.49913409754751,0.0714904750730226,0.0010000000000000007
presynaptic,6.0,33.881614456040865,0.17001289220368138,0.000279195147881379,0.00092998233462575,6.461865024101588,0.07108051526511745,0.0010000000000000007
presynaptic,6.0,39.763521334032006,0.17076669384922438,0.00020534762630139994,0.0008962940250110802,6.42290936131416,0.07065200297445576,0.0010000000000000007
presynaptic,6.0,45.61946418482546,0.17797864842166564,0.00019577225863428717,0.0008519311447739604,6.381079497294217,0.07019187447023637,0.0010000000000000009
presynaptic,6.0,51.23811568526167,0.1665318027938124,0.00026435827582779313,0.0009177425369175026,6.335518709665829,0.0696907058063241,0.0010000000000000009
presynaptic,6.0,57.24297471653107,0.16382286542717997,0.0002634544473499223,0.000925192785184319,6.285530657465995,0.06914083723212595,0.0010000000000000007
presynaptic,6.0,63.347128720872455,0.1684145454054096,0.0001895602874092241,0.0008578862055486768,6.230297789516456,0.06853327568468101,0.0010000000000000007
presynaptic,6.0,69.28485813487757,0.15369407124297216,0.00015940682262214698,0.0008120853736254658,6.166886134987915,0.06783574748486704,0.0010000000000000007
presynaptic,6.0,75.79128998298131,0.14325693052877597,0.000256977724665399,0.0009220038815582425,6.093239277045509,0.06702563204750059,0.0010000000000000009
presynaptic,6.0,82.77175505583257,0.15364900693589392,0.00023253311029751276,0.0009047363524323218,6.010005702843447,0.06611006273127792,0.0010000000000000009
postsynaptic,0.12244897959183673,221.02900320559039,0.0882105433495986,0.0002576398180023675,0.0005958536943333657,1.0002438306092742,0.049999999999999996,0.0006251523941307965
postsynaptic,0.12244897959183673,232.36551652959034,0.09047294046147464,0.0002527180987547163,0.0005949490708632149,1.0000878183522743,0.05,0.0006250548864701715
postsynaptic,0.12244897959183673,243.41854514675816,0.09378424936494106,0.000247442972203924,0.000595203817821302,1.0000378380791504,0.04999999999999998,0.000625023648799469
postsynaptic,0.12244897959183673,254.08131641988226,0.09791897683012905,0.0002551307613253553,0.000594055894583602,1.0000213851688649,0.050000000000000044,0.0006250133657305404
postsynaptic,0.12244897959183673,264.2938414316051,0.1005526910343862,0.000246112775004338,0.0005950623096445022,1.000015732522313,0.050000000000000044,0.0006250098328264454
postsynaptic,0.12244897959183673,274.23887611653487,0.10020894005763371,0.000246005875414665,0.0005950796197862411,1.0000136906348547,0.05000000000000004,0.0006250085566467841
postsynaptic,0.12244897959183673,284.2180256756946,0.10023107734219322,0.00024606611601908044,0.0005951900045862625,1.0000129356736367,0.050000000000000044,0.0006250080847960229
